phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude?,reference.reason_exclude,
0,49181,54059,"1",0,49181,0,"1","0","",
1,54060,54876,"2",1,54060,0,"1","0","",
2,54876,55759,"3",2,55759,0,"0","0","",
3,55760,58684,"4",3,58684,0,"0","0","",
4,66799,71365,"1",4,71365,0,"1","0","",
5,71434,72216,"2",5,72216,0,"0","0","",
6,72216,73780,"3",6,73780,0,"0","0","",
7,73780,76228,"4",7,76228,0,"1","0","",
8,97129,101115,"1",8,98804,0,"1","0","",
9,101116,101762,"2",9,101762,0,"0","0","",
10,101762,102747,"3",10,102747,0,"0","0","",
11,102748,105604,"4",11,105604,0,"0","0","",
12,113212,117946,"1",12,117946,0,"2","0","",
13,117946,119033,"2",13,119033,0,"0","0","",
14,119034,121923,"3",14,121923,0,"0","0","",
15,121924,123862,"4",15,123862,0,"1","0","",
16,132731,137631,"1",,,,,,,
17,137632,138379,"2",,,,,,,
18,138380,139807,"3",,,,,,,
19,139808,142052,"4",,,,,,,
20,151183,155889,"1",,,,,,,
21,155890,156807,"2",,,,,,,
22,156808,157929,"3",,,,,,,
23,157930,161738,"4",,,,,,,
24,172671,176221,"1",,,,,,,
25,176222,177139,"2",,,,,,,
26,177140,178431,"3",,,,,,,
27,178432,181084,"4",,,,,,,
28,189812,194207,"1",,,,,,,
29,194208,195125,"2",,,,,,,
30,195126,195805,"3",,,,,,,
31,195806,198492,"4",,,,,,,
32,211543,215899,"1",,,,,,,
33,215900,216749,"2",,,,,,,
34,216750,217565,"3",,,,,,,
35,217566,219674,"4",,,,,,,
36,228560,234531,"1",,,,,,,
37,234532,235517,"2",,,,,,,
38,235518,236537,"3",,,,,,,
39,236538,240754,"4",,,,,,,
40,254086,258535,"1",,,,,,,
41,258536,259350,"2",,,,,,,
42,259351,260813,"3",,,,,,,
43,260814,263500,"4",,,,,,,
44,273605,278288,"1",,,,,,,
45,278289,279240,"2",,,,,,,
46,279241,279819,"3",,,,,,,
47,279820,282064,"4",,,,,,,
