phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude?,reference.reason_exclude,
0,46814,51951,"1",0,51951,0,"1","0","",
1,51952,52529,"2",1,52529,0,"0","0","",
2,52530,52971,"3",2,52971,0,"0","0","",
3,52972,54944,"4",3,54944,0,"0","0","",
4,62863,68441,"1",4,68441,0,"2","0","",
5,68442,69291,"2",5,69291,0,"0","0","",
6,69292,70515,"3",6,69292,0,"0","0","",
7,70516,72522,"4",7,72522,0,"0","0","",
8,82983,88467,"1",8,88467,0,"4","0","",
9,88468,89147,"2",9,88468,0,"1","0","",
10,89148,90099,"3",10,90099,0,"0","0","",
11,90100,93058,"4",11,93058,0,"1","0","",
12,101769,107711,"1",12,107711,0,"2","0","",
13,107712,108561,"2",13,108561,0,"0","0","",
14,108562,109411,"3",14,108562,0,"0","0","",
15,109412,112914,"4",15,112914,0,"0","0","",
16,122723,128961,"1",,,,,,,
17,128962,129607,"2",,,,,,,
18,129608,130491,"3",,,,,,,
19,130492,132736,"4",,,,,,,
20,142743,149259,"1",,,,,,,
21,149260,150075,"2",,,,,,,
22,150076,150653,"3",,,,,,,
23,150654,153034,"4",,,,,,,
24,163596,168911,"1",,,,,,,
25,168912,169659,"2",,,,,,,
26,169660,170475,"3",,,,,,,
27,170476,173366,"4",,,,,,,
28,182416,188359,"1",,,,,,,
29,188360,189243,"2",,,,,,,
30,189244,190977,"3",,,,,,,
31,190978,195602,"4",,,,,,,
32,205906,212091,"1",,,,,,,
33,212092,212907,"2",,,,,,,
34,212908,213451,"3",,,,,,,
35,213452,215832,"4",,,,,,,
36,224592,229838,"1",,,,,,,
37,229839,230757,"2",,,,,,,
38,230758,231471,"3",,,,,,,
39,231472,236878,"4",,,,,,,
40,245646,251055,"1",,,,,,,
41,251056,251667,"2",,,,,,,
42,251668,252891,"3",,,,,,,
43,252892,255884,"4",,,,,,,
44,264431,270197,"1",,,,,,,
45,270198,270877,"2",,,,,,,
46,270878,272067,"3",,,,,,,
47,272068,274210,"4",,,,,,,
