phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude?,reference.reason_exclude,
0,46093,50625,"1",0,50625,0,"4","0","",
1,50626,51237,"2",1,51237,0,"0","0","",
2,51238,51883,"3",2,51883,0,"0","0","",
3,51884,54196,"4",3,54196,0,"0","0","",
4,64545,69155,"1",4,69155,0,"2","0","",
5,69156,70005,"2",5,70005,0,"0","0","",
6,70006,70005,"3",6,70006,0,"0","0","",
7,70006,74392,"4",7,74392,0,"1","0","",
8,84698,89385,"1",8,89385,0,"2","0","",
9,89386,90371,"2",9,90371,0,"1","0","",
10,90372,90711,"3",10,90711,0,"0","0","",
11,90712,97274,"4",11,97274,0,"1","0","",
12,106487,111689,"1",12,111689,0,"2","0","",
13,111690,112471,"2",13,112471,0,"0","0","",
14,112472,112811,"3",14,112811,0,"1","0","",
15,112812,115464,"4",15,115464,0,"1","0","",
16,126673,131783,"1",,,,,,,
17,131784,132395,"2",,,,,,,
18,132396,133007,"3",,,,,,,
19,133008,134742,"4",,,,,,,
20,142088,146369,"1",,,,,,,
21,146370,147185,"2",,,,,,,
22,147186,147355,"3",,,,,,,
23,147356,149838,"4",,,,,,,
24,161408,166735,"1",,,,,,,
25,166736,167619,"2",,,,,,,
26,167620,168231,"3",,,,,,,
27,168232,170068,"4",,,,,,,
28,178859,183735,"1",,,,,,,
29,183736,185095,"2",,,,,,,
30,185096,185333,"3",,,,,,,
31,185334,189278,"4",,,,,,,
32,201648,206889,"1",,,,,,,
33,206890,207705,"2",,,,,,,
34,207706,208555,"3",,,,,,,
35,208556,215050,"4",,,,,,,
36,223804,228343,"1",,,,,,,
37,228344,229499,"2",,,,,,,
38,229500,229737,"3",,,,,,,
39,229738,236674,"4",,,,,,,
40,252566,257481,"1",,,,,,,
41,257482,258126,"2",,,,,,,
42,258127,258841,"3",,,,,,,
43,258842,261732,"4",,,,,,,
44,278506,284272,"1",,,,,,,
45,284273,285055,"2",,,,,,,
46,285056,285463,"3",,,,,,,
47,285464,300798,"4",,,,,,,
