phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,53944,58581,1,1,58581,0,1,0
2,58582,59465,2,2,59465,0,0,0
3,59466,60009,3,3,60009,0,0,0
4,60010,61880,4,4,61880,0,0,0
5,72029,77927,1,5,77927,0,2,0
6,77928,78811,2,6,78811,0,0,0
7,78812,79831,3,7,79831,0,0,0
8,79832,82858,4,8,82858,0,0,0
9,94718,99721,1,9,99721,0,1,0
10,99722,100571,2,10,100571,0,0,0
11,100572,101217,3,11,101217,0,0,0
12,101218,103530,4,12,103530,0,0,0
13,113370,119135,1,13,119135,0,2,0
14,119136,120155,2,14,120155,0,0,0
15,120156,121277,3,15,121277,0,0,0
16,121278,124848,4,16,124848,0,0,0
17,135592,140453,1,17,140453,0,1,0
18,140454,141133,2,18,141133,0,0,0
19,141134,141405,3,19,141405,0,0,0
20,141406,143684,4,20,143684,0,0,0
21,152075,156841,1,21,156841,0,1,0
22,156842,157691,2,22,157691,0,0,0
23,157692,158847,3,23,158847,0,0,0
24,158848,161228,4,24,161228,0,0,0
25,171195,176833,1,25,176833,0,2,0
26,176834,177717,2,26,177717,0,0,0
27,177718,177717,3,27,177718,0,0,0
28,177718,180511,4,28,180511,0,0,0
29,189079,194445,1,29,194445,0,2,0
30,194446,195329,2,30,195329,0,0,0
31,195330,196247,3,31,196247,0,0,0
32,196248,200498,4,32,200498,0,0,0
33,210667,216205,1,33,216205,0,1,0
34,216206,217021,2,34,217021,0,0,0
35,217022,217769,3,35,217769,0,0,0
36,217770,230058,4,36,230058,0,0,0
37,239028,244357,1,37,244357,0,0,0
38,244358,245139,2,38,245139,0,0,0
39,245140,245887,3,39,245887,0,0,0
40,245888,250070,4,40,250070,0,0,0
41,260746,265981,1,41,265981,0,0,0
42,265982,266831,2,42,266831,0,0,0
43,266832,267205,3,43,267205,0,0,0
44,267206,269994,4,44,269994,0,0,0
45,279102,284307,1,45,279102,0,0,0
46,284308,285496,2,46,285496,0,0,0
47,285497,286992,3,47,286992,0,0,0
48,286993,288796,4,48,288796,0,0,0
