phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,48706,53243,1,1,49232,0,1,0
2,53244,53855,2,2,53855,0,0,0
3,53856,54433,3,3,54433,0,0,0
4,54434,56406,4,4,56406,0,0,0
5,65256,70787,1,5,70787,0,0,0
6,70788,71705,2,6,71705,0,0,0
7,71706,71875,3,7,71706,0,0,0
8,71876,74222,4,8,74222,0,0,0
9,83074,88365,1,9,88365,0,3,0
10,88366,89181,2,10,89181,0,0,0
11,89182,89589,3,11,89589,0,0,0
12,89590,91222,4,12,91222,0,0,0
13,101359,106623,1,13,106623,0,2,0
14,106624,107609,2,14,107609,0,0,0
15,107610,108085,3,15,108085,0,1,0
16,108086,110602,4,16,110602,0,2,0
17,119144,123657,1,17,123657,0,1,0
18,123658,124371,2,18,124371,0,0,0
19,124372,124711,3,19,124711,0,0,0
20,124712,126582,4,20,126582,0,0,0
21,136327,141371,1,21,141371,0,1,0
22,141372,142289,2,22,142289,0,0,0
23,142290,143071,3,23,143071,0,0,0
24,143072,144772,4,24,144772,0,1,0
25,159416,164729,1,25,164729,0,2,0
26,164730,165579,2,26,165579,0,0,0
27,165580,165647,3,27,165647,0,0,0
28,165648,169558,4,28,169558,0,0,0
29,178803,184347,1,29,178803,0,1,0
30,184348,185401,2,30,185401,0,0,0
31,185402,185639,3,31,185639,0,0,0
32,185640,203490,4,32,203490,0,2,1
33,213338,217633,1,33,203490,0,0,0
34,217634,218381,2,34,218381,0,0,0
35,218382,218755,3,35,218755,0,0,0
36,218756,220898,4,36,220898,0,0,0
37,229954,234735,1,37,234735,0,2,0
38,234736,235653,2,38,235653,0,0,0
39,235654,235687,3,39,235687,0,0,0
40,235688,237898,4,40,235756,0,1,0
41,247839,253163,1,41,253163,0,0,0
42,253164,254285,2,42,254285,0,0,0
43,254286,254591,3,43,254591,0,0,0
44,254592,262548,4,44,262548,0,1,0
45,272063,277200,1,45,277200,0,2,0
46,277201,278493,2,46,278493,0,0,0
47,278494,281859,3,47,281859,0,0,0
48,281860,290909,4,48,290909,0,2,0
