phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,50751,56099,1,1,56099,0,2,0
2,56100,56813,2,2,56813,0,0,0
3,56814,57493,3,3,57493,0,0,0
4,57494,60146,4,4,60146,0,1,0
5,68335,75445,1,5,75445,0,2,0
6,75446,76261,2,6,76261,0,0,0
7,76262,77859,3,7,77859,0,0,0
8,77860,79730,4,8,79730,0,1,0
9,98532,103291,1,9,103291,0,1,0
10,103292,104039,2,10,104039,0,1,0
11,104040,104957,3,11,104957,0,1,0
12,104958,107134,4,12,107134,0,1,0
13,117118,122188,1,13,122188,0,2,0
14,122189,123487,2,14,123487,0,1,0
15,123488,124813,3,15,124813,0,1,0
16,124814,127942,4,16,127942,0,0,0
17,139440,143543,1,17,143543,0,1,0
18,143544,144397,2,18,144397,0,1,0
19,144398,144703,3,19,144703,0,0,0
20,144704,146710,4,20,146710,0,1,0
21,155588,160003,1,21,146710,0,1,0
22,160004,160921,2,22,160921,0,1,0
23,160922,161227,3,23,161227,0,1,0
24,161228,163957,4,24,163957,0,0,0
25,178946,183497,1,25,183497,0,1,0
26,183498,184279,2,26,184279,0,0,0
27,184280,184619,3,27,184619,0,0,0
28,184620,187808,4,28,187808,0,0,0
29,196363,202129,1,29,202129,0,2,0
30,202130,202775,2,30,202775,0,0,0
31,202776,203931,3,31,203931,0,0,0
32,203932,214302,4,32,214302,0,2,0
33,226660,231437,1,33,231437,0,1,0
34,231438,232219,2,34,232219,0,0,0
35,232220,232627,3,35,232627,0,0,0
36,232628,238544,4,36,238544,0,1,0
37,249048,253673,1,37,253673,0,1,0
38,253674,254455,2,38,254455,0,1,0
39,254456,255645,3,39,255645,0,0,0
40,255646,257108,4,40,257108,0,0,0
41,268801,274175,1,41,274175,0,1,0
42,274176,274888,2,42,274888,0,1,0
43,274889,276283,3,43,276283,0,1,0
44,276284,284546,4,44,284546,0,2,0
45,293193,298315,1,45,298315,0,2,0
46,298316,299301,2,46,299301,0,1,0
47,299302,299607,3,47,299607,0,0,0
48,299608,326085,4,48,326085,0,5,0
