phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,33729,37229,1,1,37229,0,1,0
2,37230,37943,2,2,37943,0,0,0
3,37944,40221,3,3,40221,0,0,0
4,40222,40902,4,4,40902,0,0,0
5,49712,53141,1,5,53141,0,1,0
6,53142,53991,2,6,53991,0,0,0
7,53992,56337,3,7,56337,0,0,0
8,56338,57188,4,8,57188,0,0,0
9,65661,69291,1,9,69291,0,3,0
10,69292,70379,2,10,70379,0,1,0
11,70380,71841,3,11,71841,0,0,0
12,71842,72692,4,12,72692,0,0,0
13,83346,87482,1,13,87482,0,0,0
14,87483,88467,2,14,88467,0,0,0
15,88468,93126,3,15,93126,0,1,0
16,93126,99790,4,16,99790,0,3,0
17,111107,114613,1,17,114613,0,2,0
18,114614,115327,2,18,115327,0,0,0
19,115328,115973,3,19,115973,0,0,0
20,115974,117470,4,20,117470,0,0,0
21,125655,129491,1,21,129491,0,3,0
22,129492,130253,2,22,130253,0,0,0
23,130254,130967,3,23,130967,0,0,0
24,130968,132430,4,24,132430,0,0,0
25,143239,147015,1,25,147015,0,1,0
26,147016,147865,2,26,147865,0,0,0
27,147866,149293,3,27,149293,0,1,0
28,149294,159856,4,28,159856,0,3,0
29,167996,173001,1,29,173001,0,1,0
30,173002,174079,2,30,174079,0,0,0
31,174080,174691,3,31,174691,0,0,0
32,174692,177208,4,32,177208,0,2,0
33,192420,196451,1,33,196451,0,1,0
34,196452,197131,2,34,197131,0,0,0
35,197132,197437,3,35,197437,0,0,0
36,197438,198662,4,36,198662,0,1,0
37,206368,212607,1,37,212607,0,1,1
38,212608,213349,2,38,213349,0,0,0
39,213350,215185,3,39,215185,0,0,0
40,215186,215526,4,40,215526,0,0,0
41,226988,230247,1,41,227358,0,1,0
42,230248,230927,2,42,230927,0,0,0
43,230928,231335,3,43,231335,0,0,0
44,231336,232900,4,44,232900,0,0,0
45,241470,246125,1,45,246125,0,1,0
46,246126,246907,2,46,246907,0,0,0
47,246908,247247,3,47,247247,0,0,0
48,247248,251464,4,48,251464,0,1,0
