phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,67190,73031,1,1,73031,0,1,0
2,73032,73813,2,2,73813,0,0,0
3,73814,74017,3,3,74017,0,0,0
4,74018,77180,4,4,77180,0,0,0
5,94717,99721,1,5,99721,0,1,0
6,99722,100571,2,6,100571,0,0,0
7,100572,100707,3,7,100707,0,0,0
8,100708,110738,4,8,110738,0,1,0
9,139128,144975,1,9,144975,0,1,0
10,144976,145587,2,10,145587,0,0,0
11,145588,145927,3,11,145927,0,0,0
12,145928,154598,4,12,154598,0,0,0
13,166288,173331,1,13,173331,0,1,0
14,173332,174147,2,14,174147,0,0,0
15,174148,174385,3,15,174385,0,0,0
16,174386,182138,4,16,182138,0,0,0
17,194750,201007,1,17,200415,0,1,0
18,201008,201823,2,18,201823,0,0,0
19,201824,202095,3,19,202095,0,0,0
20,202096,208862,4,20,208862,0,0,0
21,221244,226677,1,21,226677,0,1,0
22,226678,227595,2,22,227595,0,0,0
23,227596,227935,3,23,227935,0,0,0
24,227936,232696,4,24,232696,0,0,0
25,246002,252075,1,25,252075,0,2,0
26,252076,252891,2,26,252891,0,0,0
27,252892,253265,3,27,253265,0,0,0
28,253266,257550,4,28,257550,0,0,0
29,268457,274447,1,29,274447,0,2,0
30,274448,275365,2,30,275365,0,0,0
31,275366,275467,3,31,275365,0,0,0
32,275468,280738,4,32,280738,0,0,0
33,294483,301069,1,33,301069,0,1,0
34,301070,301680,2,34,301680,0,0,0
35,301681,301715,3,35,301715,0,0,0
36,301716,304878,4,36,304878,0,0,0
37,315771,321775,1,37,321775,0,2,0
38,321776,322624,2,38,322624,0,0,0
39,322625,322659,3,39,322659,0,0,0
40,322660,326944,4,40,326944,0,0,0
41,341897,347512,1,41,347512,0,2,0
42,347513,348295,2,42,348295,0,0,0
43,348296,348600,3,43,348600,0,0,0
44,348601,354076,4,44,354076,0,0,0
45,365187,371279,1,45,354076,0,2,0
46,371280,372163,2,46,372163,0,0,0
47,372164,372231,3,47,372231,0,0,0
48,372232,379855,4,48,379855,0,0,0
