phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,62712,67727,1,1,67727,0,0,0
2,67728,68679,2,2,68679,0,0,0
3,68680,68815,3,3,68815,0,0,0
4,68816,71093,4,4,71093,0,0,0
5,81398,87379,1,5,87379,0,1,0
6,87380,88263,2,6,88263,0,0,0
7,88264,88705,3,7,88705,0,0,0
8,88706,91018,4,8,91018,0,0,0
9,105388,110669,1,9,110669,0,1,0
10,110670,111417,2,10,111417,0,0,0
11,111418,112063,3,11,112063,0,0,0
12,112064,128588,4,12,128588,0,0,0
13,136552,141609,1,13,141609,0,1,0
14,141610,142561,2,14,141610,0,1,0
15,142562,142867,3,15,142867,0,0,0
16,142868,165138,4,16,165138,0,0,0
17,184467,188971,1,17,188971,0,0,0
18,188972,189753,2,18,189753,0,0,0
19,189754,190127,3,19,190127,0,0,0
20,190128,193528,4,20,193528,0,0,0
21,201184,206481,1,21,206481,0,1,0
22,206482,207263,2,22,207263,0,0,0
23,207264,207841,3,23,207841,0,0,0
24,207842,212058,4,24,212058,0,0,0
25,223640,228479,1,25,228479,0,0,0
26,228480,229193,2,26,229193,0,0,0
27,229194,229805,3,27,229805,0,0,0
28,229806,234497,4,28,234497,0,0,0
29,242626,247263,1,29,247263,0,1,0
30,247264,248199,2,30,248199,0,0,0
31,248200,248369,3,31,248369,0,0,0
32,248370,269214,4,32,258849,0,0,0
33,280529,284816,1,33,283968,0,1,0
34,284817,285599,2,34,285599,0,0,0
35,285600,286075,3,35,286075,0,0,0
36,286076,289952,4,36,289952,0,0,0
37,300016,305080,1,37,305080,0,2,0
38,305081,305999,2,38,305966,0,0,0
39,306000,306611,3,39,306611,0,0,0
40,306612,308652,4,40,308652,0,0,0
41,324273,329288,1,41,329288,0,2,0
42,329289,329968,2,42,329968,0,0,0
43,329969,330411,3,43,330411,0,0,0
44,330412,353634,4,44,353634,0,2,0
45,361862,367232,1,45,367232,0,2,0
46,367233,368184,2,46,368184,0,0,0
47,368185,368525,3,47,368525,0,0,0
48,368526,445085,4,48,377950,0,0,1
