phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,47482,52427,1,1,52427,0,2,0
2,52428,53175,2,2,53175,0,0,0
3,53176,53345,3,3,53345,0,0,0
4,53346,55284,4,4,55284,0,0,0
5,63532,69189,1,5,69189,0,1,0
6,69190,69971,2,6,69971,0,0,0
7,69972,70311,3,7,70311,0,0,0
8,70312,73315,4,8,73315,0,1,1
9,81750,86427,1,9,86427,0,2,0
10,86428,87209,2,10,87209,0,0,0
11,87210,87243,3,11,87243,0,0,0
12,87244,90916,4,12,90916,0,0,0
13,99734,105365,1,13,105365,0,2,0
14,105366,106045,2,14,106045,0,0,0
15,106046,106419,3,15,106419,0,0,0
16,106420,113526,4,16,113526,0,2,0
17,126128,131171,1,17,131171,0,1,0
18,131172,131851,2,18,131851,0,0,0
19,131852,131919,3,19,131919,0,0,0
20,131920,137777,4,20,137777,0,1,0
21,147015,152285,1,21,152285,0,1,0
22,152286,153033,2,22,153033,0,0,0
23,153034,153441,3,23,153441,0,0,0
24,153442,157590,4,24,157590,0,1,0
25,168570,173909,1,25,173909,0,2,0
26,173910,174657,2,26,174657,0,0,0
27,174658,174793,3,27,174793,0,0,0
28,174794,178296,4,28,178296,0,1,0
29,187188,193119,1,29,193119,0,2,0
30,193120,193969,2,30,193969,0,0,0
31,193970,194207,3,31,194207,0,0,0
32,194208,201994,4,32,201994,0,1,0
33,213582,218585,1,33,218585,0,3,0
34,218586,219299,2,34,219299,0,0,0
35,219300,219333,3,35,219333,0,0,0
36,219334,224842,4,36,224842,0,2,0
37,233200,238237,1,37,238237,0,2,0
38,238238,239019,2,38,239019,0,0,0
39,239020,239257,3,39,239257,0,0,0
40,239258,242481,4,40,242481,0,1,0
41,254588,259995,1,41,259995,0,2,0
42,259996,260813,2,42,260813,0,0,0
43,260814,260879,3,43,260879,0,0,0
44,260880,267410,4,44,267410,0,1,0
45,276645,282096,1,45,282096,0,2,0
46,282097,282816,2,46,282816,0,0,0
47,282817,282879,3,47,282879,0,0,0
48,282880,288456,4,48,288456,0,1,0
