phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,71481,75922,1,1,75688,0,2,0
2,75922,76908,2,2,76889,0,0,0
3,76908,76976,3,3,77556,0,0,0
4,76976,80240,4,4,80240,0,0,0
5,89202,93466,1,5,94707,0,1,0
6,93466,94773,2,6,94773,0,0,0
7,94774,95438,3,7,95874,0,0,0
8,95438,99012,4,8,99012,0,0,0
9,109718,113968,1,9,113217,0,2,0
10,113968,115090,2,10,115160,0,0,0
11,115090,115260,3,11,115594,0,0,0
12,115595,120768,4,12,120632,0,0,0
13,131248,135864,1,13,136115,0,2,0
14,135864,136918,2,14,136849,0,0,0
15,136918,137315,3,15,137315,0,0,0
16,137316,147118,4,16,144100,0,2,0
17,158610,162792,1,17,163142,0,2,0
18,162792,163642,2,18,163607,163607,0,0
19,163642,163975,3,19,163975,0,0,0
20,163976,171543,4,20,170918,0,2,0
21,180694,185163,1,21,184867,0,0,0
22,185164,186319,2,22,186319,0,0,0
23,186320,187199,3,23,187199,0,0,0
24,187200,189555,4,24,189555,0,0,0
25,201480,205224,1,25,205483,0,1,0
26,205224,206107,2,26,206107,0,1,0
27,206108,206515,3,27,206515,0,0,0
28,206516,209644,4,28,209644,0,0,0
29,219566,224069,1,29,224069,0,1,0
30,224070,225103,2,30,225103,0,0,0
31,225104,225419,3,31,225419,0,0,0
32,225420,236368,4,32,225419,0,1,0
33,251396,255748,1,33,254961,0,1,0
34,255748,256734,2,34,256563,0,0,0
35,256734,256835,3,35,256835,0,0,0
36,256836,261116,4,36,261116,0,0,0
37,272217,276556,1,37,274137,0,1,0
38,276556,277656,2,38,277656,0,0,0
39,277657,278724,3,39,278724,0,0,0
40,278725,281139,4,40,281139,0,0,0
41,295809,299982,1,41,298352,0,2,0
42,299982,300797,2,42,300797,0,1,0
43,300798,301341,3,43,301341,0,0,0
44,301342,305518,4,44,305518,0,0,0
45,316505,320999,1,45,320999,0,1,0
46,321000,322183,2,46,322183,0,0,0
47,322184,322734,3,47,322734,0,0,0
48,322735,327138,4,48,327138,0,0,0
