phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,49348,54841,1,1,54841,0,2,0
2,54842,55895,2,2,55895,0,0,0
3,55896,58037,3,3,58037,0,0,0
4,58038,63138,4,4,63138,0,1,0
5,73539,80443,1,5,80443,0,1,0
6,80444,81327,2,6,81327,0,0,0
7,81328,82313,3,7,82313,0,0,0
8,82314,84490,4,8,84490,0,0,0
9,98130,104311,1,9,104311,0,2,0
10,104312,104991,2,10,104991,0,0,0
11,104992,105773,3,11,105773,0,0,0
12,105774,107440,4,12,107440,0,1,0
13,118250,123555,1,13,123555,0,0,0
14,123556,124405,2,14,124405,0,0,0
15,124406,125085,3,15,125085,0,0,0
16,125086,137190,4,16,137190,0,2,1
17,151550,157725,1,17,157725,0,2,0
18,157726,158915,2,18,158915,0,0,0
19,158916,159697,3,19,159697,0,0,0
20,159698,170682,4,20,170682,0,2,1
21,180646,186149,1,21,186149,0,1,0
22,186150,187101,2,22,187101,0,1,0
23,187102,187849,3,23,187849,0,0,0
24,187850,189618,4,24,189618,0,0,0
25,206704,212543,1,25,212543,0,1,0
26,212544,213315,2,26,213315,0,0,0
27,213316,213893,3,27,213893,0,0,0
28,213894,229866,4,28,229866,0,3,1
29,239638,245105,1,29,245105,0,1,0
30,245106,245887,2,30,245887,0,0,0
31,245888,246227,3,31,246227,0,0,0
32,246228,254762,4,32,254762,0,0,1
33,270502,275872,1,33,254762,0,2,0
34,275873,276453,2,34,276453,0,1,0
35,276454,277133,3,35,277133,0,0,0
36,277134,0,4,36,277134,0,0,0
37,292691,299063,1,37,299063,0,1,0
38,299064,300048,2,38,300048,0,0,0
39,300049,300627,3,39,300627,0,0,0
40,300628,312902,4,40,312902,0,1,1
41,326925,333607,1,41,333607,0,1,0
42,333608,334491,2,42,334491,0,0,0
43,334492,334864,3,43,334864,0,0,0
44,334865,347446,4,44,347446,0,1,1
45,356388,362779,1,45,362779,0,2,0
46,362780,364104,2,46,364104,0,0,0
47,364105,379877,3,47,379877,0,4,1
48,379878,380930,4,48,380930,0,0,0
