phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,55264,59261,1,1,59261,0,2,0
2,59262,60282,2,2,60282,0,0,0
3,60282,60315,3,3,60315,0,0,0
4,60316,63274,4,4,63274,0,0,0
5,76686,81055,1,5,81055,0,2,0
6,81056,82143,2,6,82143,0,0,0
7,82144,82279,3,7,82279,0,0,0
8,82280,84966,4,8,84966,0,1,0
9,105982,109683,1,9,109683,0,1,0
10,109684,110261,2,10,110261,0,0,0
11,110262,110635,3,11,110635,0,0,0
12,110636,112302,4,12,112302,0,0,0
13,127903,132497,1,13,132497,0,1,0
14,132498,133484,2,14,133484,0,0,0
15,133484,133552,3,15,133552,0,0,0
16,133552,136204,4,16,136204,0,0,0
17,149702,154053,1,17,154053,0,1,0
18,154054,154869,2,18,154869,0,0,0
19,154870,154903,3,19,154903,0,0,0
20,154904,158032,4,20,158032,0,0,0
21,170512,174827,1,21,174827,0,1,0
22,174828,175983,2,22,175983,0,0,0
23,175984,180981,3,23,180981,0,2,0
24,180982,182138,4,24,182138,0,1,0
25,195538,199749,1,25,199749,0,1,0
26,199750,200633,2,26,200633,0,0,0
27,200634,202367,3,27,202367,0,0,0
28,202368,203592,4,28,203592,0,0,0
29,218694,222767,1,29,222767,0,1,0
30,222768,223923,2,30,223923,0,0,0
31,223924,224263,3,31,224263,0,0,0
32,224264,226542,4,32,226542,0,0,0
33,239515,243541,1,33,243541,0,2,0
34,243542,244119,2,34,244119,0,0,0
35,244120,244459,3,35,244459,0,0,0
36,244460,246942,4,36,246942,0,0,0
37,260236,264893,1,37,264893,0,1,0
38,264894,266049,2,38,266049,0,0,0
39,266050,266083,3,39,266083,0,0,0
40,266084,268872,4,40,268872,0,0,0
41,281423,285803,1,41,285803,0,2,0
42,285804,286483,2,42,286483,0,0,0
43,286484,287027,3,43,287027,0,0,0
44,287028,290004,4,44,290004,0,2,0
45,305080,309432,1,45,309432,0,1,0
46,309433,310589,2,46,310589,0,0,0
47,310590,310759,3,47,310759,0,0,0
48,310760,313242,4,48,313242,0,0,0
