phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,53022,57018,1,1,57091,0,3,0
2,57018,57800,2,2,57731,0,0,0
3,57800,59227,3,3,59227,0,0,0
4,59228,61166,4,4,60010,0,1,0
5,69838,74442,1,5,74442,0,3,0
6,74443,75343,2,6,75343,0,0,0
7,75344,76778,3,7,76778,0,0,0
8,76779,78883,4,8,78883,0,1,0
9,90859,95363,1,9,95363,0,2,0
10,95364,96117,2,10,96117,0,0,0
11,96118,97065,3,11,97065,0,0,0
12,97066,98398,4,12,98398,0,0,0
13,105441,110602,1,13,110178,0,1,0
14,110602,111690,2,14,111512,0,0,0
15,111690,112547,3,15,112547,0,0,0
16,112548,115708,4,16,115708,0,0,0
17,125828,130288,1,17,130431,0,2,0
18,130288,131103,2,18,131103,0,0,0
19,131104,133347,3,19,133347,0,0,0
20,133348,134188,4,20,134188,0,0,0
21,143044,148215,1,21,148215,0,2,0
22,148216,149260,2,22,149191,0,0,0
23,149260,152086,3,23,152086,0,0,0
24,152087,153168,4,24,153168,0,1,0
25,164266,168803,1,25,168803,0,2,0
26,168804,169353,2,26,169353,0,0,0
27,169354,172473,3,27,172473,0,0,0
28,172474,173740,4,28,173740,0,0,0
29,182951,188428,1,29,187989,0,3,0
30,188428,189414,2,30,189447,0,1,0
31,189414,191759,3,31,191759,0,1,0
32,191760,192542,4,32,192542,0,1,0
33,200936,205700,1,33,205807,0,2,0
34,205700,206515,2,34,206515,0,0,0
35,206516,209077,3,35,209077,0,0,0
36,209078,209848,4,36,209848,0,0,0
37,219603,223822,1,37,224091,0,2,0
38,223822,224841,2,38,224841,0,0,0
39,224842,227017,3,39,227017,0,0,0
40,227018,228242,4,40,228242,0,1,0
41,238172,242522,1,41,242877,0,3,0
42,242522,243745,2,42,243745,0,0,0
43,243746,246194,3,43,246414,0,0,0
44,246194,247282,4,44,247282,0,0,0
45,257892,262514,1,45,262363,0,1,0
46,262514,263976,2,46,263865,0,0,0
47,263976,266934,3,47,266968,0,0,0
48,266934,267784,4,48,267784,0,1,0
