phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,50351,56031,1,1,56031,0,1,0
2,56032,56881,2,2,56881,0,0,0
3,56882,57459,3,3,57459,0,0,0
4,57460,60452,4,4,60452,0,0,0
5,69036,75479,1,5,75479,0,1,0
6,75480,76431,2,6,76431,0,0,0
7,76432,77315,3,7,77315,0,0,0
8,77316,78982,4,8,77588,0,0,0
9,89790,95369,1,9,95369,0,1,0
10,95370,96117,2,10,96117,0,0,0
11,96118,96763,3,11,96763,0,0,0
12,96764,98192,4,12,98192,0,0,0
13,107308,113593,1,13,113593,0,1,0
14,113594,114477,2,14,114477,0,0,0
15,114478,114987,3,15,114987,0,0,0
16,114988,117640,4,16,115532,0,0,0
17,131265,137631,1,17,137631,0,1,0
18,137632,138447,2,18,138447,0,0,0
19,138448,139569,3,19,138686,0,0,0
20,139570,140658,4,20,140658,0,0,0
21,149950,155889,1,21,155889,0,2,0
22,155890,156773,2,22,156773,0,0,0
23,156774,157521,3,23,157521,0,0,0
24,157522,159120,4,24,159120,0,0,0
25,171872,178533,1,25,178533,0,1,0
26,178534,179247,2,26,179247,0,0,0
27,179248,179757,3,27,179384,0,0,0
28,179758,181662,4,28,181662,0,0,0
29,191592,197641,1,29,197641,0,1,0
30,197642,198661,2,30,198661,0,1,0
31,198662,199681,3,31,198662,0,0,0
32,199682,201450,4,32,201450,0,0,0
33,213012,219163,1,33,219163,0,1,0
34,219164,219843,2,34,219232,0,0,0
35,219844,220693,3,35,220693,0,0,0
36,220694,221918,4,36,221918,0,0,0
37,231332,237693,1,37,237693,0,1,0
38,237694,238611,2,38,237762,0,1,0
39,238612,239835,3,39,239835,0,0,0
40,239836,241230,4,40,241230,0,0,0
41,254255,260507,1,41,260507,0,0,0
42,260508,261289,2,42,261289,0,0,0
43,261290,261629,3,43,261629,0,0,0
44,261630,263568,4,44,263568,0,0,0
45,274275,279955,1,45,279955,0,0,0
46,279956,280907,2,46,280907,0,0,0
47,280908,281451,3,47,281451,0,0,0
48,281452,284478,4,48,284478,0,1,0
