phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,56582,61472,1,1,61018,0,1,0
2,61472,62253,2,2,62253,0,0,0
3,62254,64328,3,3,64021,0,0,0
4,64328,66438,4,4,66438,0,0,0
5,75834,80784,1,5,80438,0,1,0
6,80784,81702,2,6,81572,0,1,0
7,81702,81906,3,7,81906,0,0,0
8,81907,84694,4,8,84864,0,0,0
9,96622,101626,1,9,101626,0,1,0
10,101627,102476,2,10,102407,0,1,0
11,102476,103768,3,11,104039,0,0,0
12,103768,107853,4,12,107853,0,0,0
13,131757,136646,1,13,135893,0,0,0
14,136646,137631,2,14,137631,0,0,0
15,137631,137631,3,15,137971,0,0,0
16,137631,141644,4,16,141644,0,0,0
17,154146,159290,1,17,154146,0,2,0
18,159290,160003,2,18,160003,0,0,0
19,160004,160411,3,19,160411,0,0,0
20,160411,165342,4,20,165342,0,0,0
21,175100,179452,1,21,179403,0,0,0
22,179452,180336,2,22,180233,0,0,0
23,180336,180438,3,23,180369,0,0,0
24,180438,185951,4,24,185951,0,0,0
25,197188,202538,1,25,202226,0,0,0
26,202538,203251,2,26,203251,0,0,0
27,203252,203625,3,27,203625,0,0,0
28,203626,206414,4,28,206414,0,0,0
29,217275,221782,1,29,221645,0,2,0
30,221782,222801,2,30,222801,0,0,0
31,222802,223006,3,31,222937,0,0,0
32,223006,229058,4,32,229058,0,0,0
33,240699,245752,1,33,245735,0,2,0
34,245752,246537,2,34,246537,0,1,0
35,246537,247281,3,35,247281,0,0,0
36,247282,251158,4,36,251362,0,0,0
37,261987,267750,1,37,267658,0,1,0
38,267750,268692,2,38,268692,0,0,0
39,268693,269824,3,39,270160,0,0,0
40,269824,273287,4,40,273287,0,0,0
41,286444,290700,1,41,291048,0,2,0
42,290700,291550,2,42,291515,0,0,0
43,291550,292060,3,43,292248,0,0,0
44,292060,295628,4,44,295628,0,0,0
45,306097,310454,1,45,310501,0,1,0
46,310454,311304,2,46,311202,0,0,0
47,311304,311472,3,47,311472,0,0,0
48,311473,319804,4,48,319804,0,1,0
