phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude?,reference.reason_exclude,
0,55458,59737,"1",0,59737,0,"2","","",
1,59738,60417,"2",1,60417,0,"0","","",
2,60418,62355,"3",2,62355,0,"0","","",
3,62356,65076,"4",3,65076,0,"0","","",
4,77347,81735,"1",4,81735,0,"1","","",
5,81736,82517,"2",5,82517,0,"0","","",
6,82518,85441,"3",6,85441,0,"0","","",
7,85442,85986,"4",7,85986,0,"0","","",
8,98001,102033,"1",8,102033,0,"1","","",
9,102034,102781,"2",9,102781,0,"0","","",
10,102782,106045,"3",10,106045,0,"0","","",
11,106046,106794,"4",11,106794,0,"0","","",
12,121057,125697,"1",12,125697,0,"2","","",
13,125698,126581,"2",13,126581,0,"0","","",
14,126582,129062,"3",14,129062,0,"0","","",
15,129063,129948,"4",15,129948,0,"0","","",
16,146148,150993,"1",,,,,,,
17,150994,151673,"2",,,,,,,
18,151674,152421,"3",,,,,,,
19,152422,154394,"4",,,,,,,
20,167003,171903,"1",,,,,,,
21,171904,172685,"2",,,,,,,
22,172686,175405,"3",,,,,,,
23,175406,176358,"4",,,,,,,
24,191560,196791,"1",,,,,,,
25,196792,197573,"2",,,,,,,
26,197574,200803,"3",,,,,,,
27,200804,202130,"4",,,,,,,
28,214584,219299,"1",,,,,,,
29,219300,220047,"2",,,,,,,
30,220048,222189,"3",,,,,,,
31,222190,223176,"4",,,,,,,
32,236439,241297,"1",,,,,,,
33,241298,241807,"2",,,,,,,
34,241808,243575,"3",,,,,,,
35,243576,244392,"4",,,,,,,
36,256792,262139,"1",,,,,,,
37,262140,263057,"2",,,,,,,
38,263058,265539,"3",,,,,,,
39,265540,266458,"4",,,,,,,
40,280116,284952,"1",,,,,,,
41,284953,285632,"2",,,,,,,
42,285633,288557,"3",,,,,,,
43,288558,289510,"4",,,,,,,
44,305208,310215,"1",,,,,,,
45,310216,310963,"2",,,,,,,
46,310964,313207,"3",,,,,,,
47,313208,314194,"4",,,,,,,
