phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude?,reference.reason_exclude,
0,61996,67489,"1",0,67489,0,"1","","",
1,67490,68271,"2",1,68271,0,"0","","",
2,68272,72215,"3",2,72215,0,"1","","",
3,72216,73100,"4",3,73100,0,"0","","",
4,82116,88365,"1",4,88365,0,"1","","",
5,88366,89215,"2",5,89215,0,"0","","",
6,89216,89929,"3",6,89929,0,"0","","",
7,89930,93448,"4",7,93448,0,"0","","",
8,103170,108391,"1",8,108391,0,"0","","",
9,108392,109343,"2",9,109343,0,"0","","",
10,109344,113049,"3",10,113049,0,"1","","",
11,113050,114444,"4",11,114444,0,"1","","",
12,123290,129879,"1",12,129879,0,"1","","",
13,129880,130763,"2",13,130763,0,"0","","",
14,130764,131613,"3",14,131613,0,"0","","",
15,131614,134232,"4",15,134232,0,"1","","",
16,145946,151299,"1",,,,,,,
17,151300,152081,"2",,,,,,,
18,152082,152557,"3",,,,,,,
19,152558,154802,"4",,,,,,,
20,164498,170203,"1",,,,,,,
21,170204,171087,"2",,,,,,,
22,171088,172413,"3",,,,,,,
23,172414,175232,"4",,,,,,,
24,187188,192575,"1",,,,,,,
25,192576,193357,"2",,,,,,,
26,193358,193969,"3",,,,,,,
27,193970,195772,"4",,,,,,,
28,210144,215423,"1",,,,,,,
29,215424,216647,"2",,,,,,,
30,216648,216681,"3",,,,,,,
31,216682,223720,"4",,,,,,,
32,235502,241297,"1",,,,,,,
33,241298,241977,"2",,,,,,,
34,241978,242725,"3",,,,,,,
35,242726,246330,"4",,,,,,,
36,254088,258977,"1",,,,,,,
37,258978,259861,"2",,,,,,,
38,259862,260711,"3",,,,,,,
39,260712,263262,"4",,,,,,,
40,277511,283151,"1",,,,,,,
41,283152,283967,"2",,,,,,,
42,283968,284408,"3",,,,,,,
43,284409,286450,"4",,,,,,,
44,295029,300389,"1",,,,,,,
45,300390,301171,"2",,,,,,,
46,301172,303992,"3",,,,,,,
47,303993,304742,"4",,,,,,,
