phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude?,reference.reason_exclude,
0,63629,68169,"1",0,68169,0,"2","","",
1,68170,68985,"2",1,68985,0,"0","","",
2,68986,71195,"3",2,71195,0,"0","","",
3,71196,72114,"4",3,72114,0,"0","","",
4,85284,90337,"1",4,90337,0,"2","","",
5,90338,91323,"2",5,91323,0,"0","","",
6,91324,93805,"3",6,91324,0,"1","","",
7,93806,109684,"4",7,109684,0,"4","","",
8,123989,127941,"1",8,127941,0,"1","","",
9,127942,128689,"2",9,128689,0,"0","","",
10,128690,131103,"3",10,131103,0,"0","","",
11,131104,133144,"4",11,133144,0,"1","","",
12,148012,154121,"1",12,154121,0,"3","","",
13,154122,154937,"2",13,154937,0,"1","","",
14,154938,155175,"3",14,155175,0,"0","","",
15,155176,162826,"4",15,162826,0,"2","","",
16,180446,185095,"1",,,,,,,
17,185096,185673,"2",,,,,,,
18,185674,186319,"3",,,,,,,
19,186320,187986,"4",,,,,,,
20,206371,211377,"1",,,,,,,
21,211378,212295,"2",,,,,,,
22,212296,212975,"3",,,,,,,
23,212976,224332,"4",,,,,,,
24,237368,242521,"1",,,,,,,
25,242522,243303,"2",,,,,,,
26,243304,244017,"3",,,,,,,
27,244018,247350,"4",,,,,,,
28,264663,269755,"1",,,,,,,
29,269756,270605,"2",,,,,,,
30,270606,270639,"3",,,,,,,
31,270640,276794,"4",,,,,,,
32,295460,300525,"1",,,,,,,
33,300526,301239,"2",,,,,,,
34,301240,302021,"3",,,,,,,
35,302022,310692,"4",,,,,,,
36,327459,332213,"1",,,,,,,
37,332214,332960,"2",,,,,,,
38,332961,333504,"3",,,,,,,
39,333505,349724,"4",,,,,,,
40,368300,373115,"1",,,,,,,
41,373116,373829,"2",,,,,,,
42,373830,374304,"3",,,,,,,
43,374305,382874,"4",,,,,,,
44,397229,402083,"1",,,,,,,
45,402084,403103,"2",,,,,,,
46,403104,403749,"3",,,,,,,
47,403750,408646,"4",,,,,,,
