phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude?,reference.reason_exclude,
0,55264,59261,"1",0,59261,0,"2","","",
1,59262,60282,"2",1,60282,0,"0","","",
2,60282,60315,"3",2,60315,0,"0","","",
3,60316,63274,"4",3,63274,0,"0","","",
4,76686,81055,"1",4,81055,0,"2","","",
5,81056,82143,"2",5,82143,0,"0","","",
6,82144,82279,"3",6,82279,0,"0","","",
7,82280,84966,"4",7,84966,0,"1","","",
8,105982,109683,"1",8,109683,0,"1","","",
9,109684,110261,"2",9,110261,0,"0","","",
10,110262,110635,"3",10,110635,0,"0","","",
11,110636,112302,"4",11,112302,0,"0","","",
12,127903,132497,"1",12,132497,0,"1","","",
13,132498,133484,"2",13,133484,0,"0","","",
14,133484,133552,"3",14,133552,0,"0","","",
15,133552,136204,"4",15,136204,0,"0","","",
16,149702,154053,"1",,,,,,,
17,154054,154869,"2",,,,,,,
18,154870,154903,"3",,,,,,,
19,154904,158032,"4",,,,,,,
20,170512,174827,"1",,,,,,,
21,174828,175983,"2",,,,,,,
22,175984,180981,"3",,,,,,,
23,180982,182138,"4",,,,,,,
24,195538,199749,"1",,,,,,,
25,199750,200633,"2",,,,,,,
26,200634,202367,"3",,,,,,,
27,202368,203592,"4",,,,,,,
28,218694,222767,"1",,,,,,,
29,222768,223923,"2",,,,,,,
30,223924,224263,"3",,,,,,,
31,224264,226542,"4",,,,,,,
32,239515,243541,"1",,,,,,,
33,243542,244119,"2",,,,,,,
34,244120,244459,"3",,,,,,,
35,244460,246942,"4",,,,,,,
36,260236,264893,"1",,,,,,,
37,264894,266049,"2",,,,,,,
38,266050,266083,"3",,,,,,,
39,266084,268872,"4",,,,,,,
40,281423,285803,"1",,,,,,,
41,285804,286483,"2",,,,,,,
42,286484,287027,"3",,,,,,,
43,287028,290004,"4",,,,,,,
44,305080,309432,"1",,,,,,,
45,309433,310589,"2",,,,,,,
46,310590,310759,"3",,,,,,,
47,310760,313242,"4",,,,,,,
