phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude?,reference.reason_exclude,
0,67190,73031,"1",0,73031,0,"1","","",
1,73032,73813,"2",1,73813,0,"0","","",
2,73814,74017,"3",2,74017,0,"0","","",
3,74018,77180,"4",3,77180,0,"0","","",
4,94717,99721,"1",4,99721,0,"1","","",
5,99722,100571,"2",5,100571,0,"0","","",
6,100572,100707,"3",6,100707,0,"0","","",
7,100708,110738,"4",7,110738,0,"1","","",
8,139128,144975,"1",8,144975,0,"1","","",
9,144976,145587,"2",9,145587,0,"0","","",
10,145588,145927,"3",10,145927,0,"0","","",
11,145928,154598,"4",11,154598,0,"0","","",
12,166288,173331,"1",12,173331,0,"1","","",
13,173332,174147,"2",13,174147,0,"0","","",
14,174148,174385,"3",14,174385,0,"0","","",
15,174386,182138,"4",15,182138,0,"0","","",
16,194750,201007,"1",,,,,,,
17,201008,201823,"2",,,,,,,
18,201824,202095,"3",,,,,,,
19,202096,208862,"4",,,,,,,
20,221244,226677,"1",,,,,,,
21,226678,227595,"2",,,,,,,
22,227596,227935,"3",,,,,,,
23,227936,232696,"4",,,,,,,
24,246002,252075,"1",,,,,,,
25,252076,252891,"2",,,,,,,
26,252892,253265,"3",,,,,,,
27,253266,257550,"4",,,,,,,
28,268457,274447,"1",,,,,,,
29,274448,275365,"2",,,,,,,
30,275366,275467,"3",,,,,,,
31,275468,280738,"4",,,,,,,
32,294483,301069,"1",,,,,,,
33,301070,301680,"2",,,,,,,
34,301681,301715,"3",,,,,,,
35,301716,304878,"4",,,,,,,
36,315771,321775,"1",,,,,,,
37,321776,322624,"2",,,,,,,
38,322625,322659,"3",,,,,,,
39,322660,326944,"4",,,,,,,
40,341897,347512,"1",,,,,,,
41,347513,348295,"2",,,,,,,
42,348296,348600,"3",,,,,,,
43,348601,354076,"4",,,,,,,
44,365187,371279,"1",,,,,,,
45,371280,372163,"2",,,,,,,
46,372164,372231,"3",,,,,,,
47,372232,379855,"4",,,,,,,
