phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,139205,144193,"1",0,144193,0,"2","","","","",
1,144194,145077,"2",1,145077,0,"1","","","","",
2,145078,145383,"3",2,145383,0,"0","","","","",
3,145384,147458,"4",3,147458,0,"0","","","","",
4,157924,163403,"1",4,163403,0,"2","","","","",
5,163404,164355,"2",5,164355,0,"0","","","","",
6,164356,167857,"3",6,167857,0,"0","","","","",
7,167858,178602,"4",7,178602,0,"1","","","","",
8,194395,200089,"1",8,200089,0,"1","","","","",
9,200090,200667,"2",9,200667,0,"0","","","","",
10,200668,200667,"3",10,200668,0,"0","","","","",
11,200668,203864,"4",11,203864,0,"0","","","","",
12,215516,221407,"1",12,221407,0,"2","","","","",
13,221408,222699,"2",13,222699,0,"1","","","","",
14,222700,223549,"3",14,223549,0,"0","","","","",
15,223550,225828,"4",15,225828,0,"0","","","","",
16,237604,243439,"1",,,,,,,,,
17,243440,244357,"2",,,,,,,,,
18,244358,247791,"3",,,,,,,,,
19,247792,254218,"4",,,,,,,,,
20,264798,270333,"1",,,,,,,,,
21,270334,271319,"2",,,,,,,,,
22,271320,271421,"3",,,,,,,,,
23,271422,274822,"4",,,,,,,,,
24,284785,290325,"1",,,,,,,,,
25,290326,290936,"2",,,,,,,,,
26,290937,290936,"3",,,,,,,,,
27,290937,297262,"4",,,,,,,,,
28,308108,313717,"1",,,,,,,,,
29,313718,314771,"2",,,,,,,,,
30,314772,315008,"3",,,,,,,,,
31,315009,318274,"4",,,,,,,,,
32,329529,335000,"1",,,,,,,,,
33,335001,335952,"2",,,,,,,,,
34,335953,337040,"3",,,,,,,,,
35,337040,340340,"4",,,,,,,,,
36,351785,356624,"1",,,,,,,,,
37,356625,357679,"2",,,,,,,,,
38,357680,357747,"3",,,,,,,,,
39,357748,360740,"4",,,,,,,,,
40,374508,379847,"1",,,,,,,,,
41,379848,380765,"2",,,,,,,,,
42,380766,381071,"3",,,,,,,,,
43,381072,383826,"4",,,,,,,,,
44,397410,402763,"1",,,,,,,,,
45,402764,403816,"2",,,,,,,,,
46,403817,404632,"3",,,,,,,,,
47,404633,407626,"4",,,,,,,,,
