phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,80435,84965,"1",0,84965,0,"1","","","","",
1,84966,85849,"2",1,85849,0,"0","","","","",
2,85850,85849,"3",2,85850,0,"0","","","","",
3,85850,92650,"4",3,92650,0,"2","","","","",
4,103140,108017,"1",4,108017,0,"1","","","","",
5,108018,109071,"2",5,109071,0,"0","","","","",
6,109072,109343,"3",6,109343,0,"0","","","","",
7,109344,111350,"4",7,111350,0,"1","","","","",
8,121825,125425,"1",8,125425,0,"0","","","","",
9,125426,126309,"2",9,126309,0,"0","","","","",
10,126310,126309,"3",10,126310,0,"0","","","","",
11,126310,129030,"4",11,129030,0,"0","","","","",
12,137908,142323,"1",12,142323,0,"0","","","","",
13,142324,143003,"2",13,143003,0,"0","","","","",
14,143004,143003,"3",14,143004,0,"0","","","","",
15,143004,145690,"4",15,145690,0,"1","","","","",
16,154124,158337,"1",,,,,,,,,
17,158338,159357,"2",,,,,,,,,
18,159358,159799,"3",,,,,,,,,
19,159800,161602,"4",,,,,,,,,
20,173010,177649,"1",,,,,,,,,
21,177650,178669,"2",,,,,,,,,
22,178670,178669,"3",,,,,,,,,
23,178670,180948,"4",,,,,,,,,
24,190527,195397,"1",,,,,,,,,
25,195398,196247,"2",,,,,,,,,
26,196248,197199,"3",,,,,,,,,
27,197200,198390,"4",,,,,,,,,
28,209279,215117,"1",,,,,,,,,
29,215118,216137,"2",,,,,,,,,
30,216138,216477,"3",,,,,,,,,
31,216478,218892,"4",,,,,,,,,
32,229466,233239,"1",,,,,,,,,
33,233240,234191,"2",,,,,,,,,
34,234192,234191,"3",,,,,,,,,
35,234192,240686,"4",,,,,,,,,
36,251955,256699,"1",,,,,,,,,
37,256700,257651,"2",,,,,,,,,
38,257652,258025,"3",,,,,,,,,
39,258026,259896,"4",,,,,,,,,
40,272409,276792,"1",,,,,,,,,
41,276793,277472,"2",,,,,,,,,
42,277473,277950,"3",,,,,,,,,
43,277950,280296,"4",,,,,,,,,
44,292529,296920,"1",,,,,,,,,
45,296921,298552,"2",,,,,,,,,
46,298553,298927,"3",,,,,,,,,
47,298928,301002,"4",,,,,,,,,
