phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,121034,125868,"1",0,125868,0,"1","0","","","",
1,125868,126683,"2",1,126683,0,"0","0","","","",
2,126684,144805,"3",2,144805,0,"4","3","","1","did not want to guess",
3,144806,144806,"4",3,144806,0,"","","","1","did not want to guess",
4,158572,163777,"1",4,163777,0,"3","0","","","",
5,163778,164457,"2",5,164457,0,"0","0","","","",
6,164458,166633,"3",6,166633,0,"0","","","","",
7,166634,167348,"4",7,167348,0,"1","0","","","",
8,182162,186965,"1",8,186965,0,"3","0","","","",
9,186966,187611,"2",9,187611,0,"0","0","","","",
10,187612,188563,"3",10,188563,0,"0","0","","","",
11,188564,189856,"4",11,189856,0,"1","0","","","",
12,205018,210357,"1",12,210357,0,"2","0","","","",
13,210358,211309,"2",13,211309,0,"0","0","","","",
14,211310,236843,"3",14,236843,0,"7","0","3","","",
15,236844,238408,"4",15,237456,0,"2","0","","","",
16,252899,257787,"1",,,,,,,,,
17,257788,258466,"2",,,,,,,,,
18,258467,260405,"3",,,,,,,,,
19,260406,261120,"4",,,,,,,,,
20,275589,280942,"1",,,,,,,,,
21,280942,281688,"2",,,,,,,,,
22,281689,283763,"3",,,,,,,,,
23,283764,284988,"4",,,,,,,,,
24,299310,304299,"1",,,,,,,,,
25,304300,305080,"2",,,,,,,,,
26,305081,305659,"3",,,,,,,,,
27,305660,308652,"4",,,,,,,,,
28,322135,327487,"1",,,,,,,,,
29,327488,328099,"2",,,,,,,,,
30,328100,328099,"3",,,,,,,,,
31,328100,330208,"4",,,,,,,,,
32,344024,349316,"1",,,,,,,,,
33,349316,349995,"2",,,,,,,,,
34,349996,351320,"3",,,,,,,,,
35,351321,352274,"4",,,,,,,,,
36,366580,371448,"1",,,,,,,,,
37,371449,372299,"2",,,,,,,,,
38,372300,376005,"3",,,,,,,,,
39,376006,379712,"4",,,,,,,,,
40,393807,398920,"1",,,,,,,,,
41,398921,399805,"2",,,,,,,,,
42,399806,400111,"3",,,,,,,,,
43,400112,404124,"4",,,,,,,,,
44,420350,425373,"1",,,,,,,,,
45,425374,425815,"2",,,,,,,,,
46,425816,425816,"3",,,,,,,,,
47,425816,427924,"4",,,,,,,,,
