phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,111658,117231,"1",0,117231,0,"1","","","","",
1,117232,118149,"2",1,118149,0,"0","","","","",
2,118150,123419,"3",2,123419,0,"1","","","","",
3,123420,127126,"4",3,127126,0,"1","","","","",
4,138016,144125,"2",4,144125,0,"1","","","","",
5,144126,144941,"2",5,144941,0,"0","","","","",
6,144942,145519,"3",6,145519,0,"0","","","","",
7,145520,148376,"4",7,148376,0,"1","","","","",
8,158103,165205,"1",8,165205,0,"1","","","","",
9,165206,165987,"2",9,165987,0,"0","","","","",
10,165988,166048,"3",10,166048,0,"0","","","","",
11,166260,168300,"4",11,168300,0,"0","","","","",
12,178123,183463,"1",12,183463,0,"1","","","","",
13,183464,184245,"2",13,184245,0,"0","","","","",
14,184246,188223,"3",14,188223,0,"1","","","","",
15,188224,190060,"4",15,190060,0,"2","","","","",
16,202447,209711,"1",,,,,,,,,
17,209712,210629,"2",,,,,,,,,
18,210630,213417,"3",,,,,,,,,
19,213418,215186,"4",,,,,,,,,
20,226838,233715,"1",,,,,,,,,
21,233716,234565,"2",,,,,,,,,
22,234566,235551,"3",,,,,,,,,
23,235552,237558,"4",,,,,,,,,
24,251930,256935,"1",,,,,,,,,
25,256936,257753,"2",,,,,,,,,
26,257754,258093,"3",,,,,,,,,
27,258094,259896,"4",,,,,,,,,
28,270315,276045,"1",,,,,,,,,
29,276046,276827,"2",,,,,,,,,
30,276828,277643,"3",,,,,,,,,
31,277644,279276,"4",,,,,,,,,
32,295940,303245,"1",,,,,,,,,
33,303246,304095,"2",,,,,,,,,
34,304096,304400,"3",,,,,,,,,
35,304401,306442,"4",,,,,,,,,
36,316795,322285,"1",,,,,,,,,
37,322286,323135,"2",,,,,,,,,
38,323136,323509,"3",,,,,,,,,
39,323510,325754,"4",,,,,,,,,
40,337615,342855,"1",,,,,,,,,
41,342856,343840,"2",,,,,,,,,
42,343841,344555,"3",,,,,,,,,
43,344556,346154,"4",,,,,,,,,
44,358169,363016,"1",,,,,,,,,
45,363017,363901,"2",,,,,,,,,
46,363902,364240,"3",,,,,,,,,
47,364241,365942,"4",,,,,,,,,
