phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,113001,117673,"1",0,117673,0,"2","0","","","",
1,117674,118557,"2",1,118557,0,"0","0","","","",
2,118558,118625,"3",2,118625,0,"0","0","","","",
3,118626,120972,"4",3,120972,0,"0","0","","","",
4,130524,136101,"1",4,136101,0,"1","1","","","",
5,136102,137019,"2",5,137019,0,"0","0","","","",
6,137020,137053,"3",6,137053,0,"0","0","","","",
7,137054,145860,"4",7,145860,0,"1","1","","","",
8,158152,163505,"1",8,163505,0,"3","0","","","",
9,163506,164389,"2",9,164389,0,"0","0","","","",
10,164390,164559,"3",10,164559,0,"0","0","","","",
11,164560,166532,"4",11,166532,0,"0","0","","","",
12,176904,182273,"1",12,182273,0,"1","0","","","",
13,182274,182987,"2",13,182987,0,"0","0","","","",
14,182988,183259,"3",14,183259,0,"0","0","","","",
15,183260,185368,"4",15,185368,0,"0","0","","","",
16,197624,202571,"1",,,,,,,,,
17,202572,203387,"2",,,,,,,,,
18,203388,203557,"3",,,,,,,,,
19,203558,207774,"4",,,,,,,,,
20,220948,225419,"1",,,,,,,,,
21,225420,226269,"2",,,,,,,,,
22,226270,226507,"3",,,,,,,,,
23,226508,229636,"4",,,,,,,,,
24,241034,246329,"1",,,,,,,,,
25,246330,247077,"2",,,,,,,,,
26,247078,247519,"3",,,,,,,,,
27,247520,251600,"4",,,,,,,,,
28,265159,270571,"1",,,,,,,,,
29,270572,271455,"2",,,,,,,,,
30,271456,271727,"3",,,,,,,,,
31,271728,271792,"4",,,,,,,,,
32,287881,292909,"1",,,,,,,,,
33,292910,293656,"2",,,,,,,,,
34,293657,293895,"3",,,,,,,,,
35,293896,296786,"4",,,,,,,,,
36,310838,315179,"1",,,,,,,,,
37,315180,315995,"2",,,,,,,,,
38,315996,316199,"3",,,,,,,,,
39,316200,320246,"4",,,,,,,,,
40,332726,337925,"1",,,,,,,,,
41,337926,338707,"2",,,,,,,,,
42,338708,339013,"3",,,,,,,,,
43,339014,346222,"4",,,,,,,,,
44,357751,363152,"1",,,,,,,,,
45,363153,363765,"2",,,,,,,,,
46,363766,363765,"3",,,,,,,,,
47,363766,369512,"4",,,,,,,,,
