phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,99890,104141,"1",0,104141,0,"1","","","","",
1,104142,105297,"2",1,105297,0,"0","","","","",
2,105298,105297,"3",2,105298,0,"0","","","","",
3,105298,108018,"4",3,105298,0,"0","","","","",
4,118237,122773,"1",4,122773,0,"2","","","","",
5,122774,123827,"2",5,123827,0,"0","","","","",
6,123828,124371,"3",6,124371,0,"0","","","","",
7,124372,132362,"4",7,132362,0,"1","","","","",
8,142560,147831,"1",8,147831,0,"1","","","","",
9,147832,148681,"2",9,148681,0,"0","","","","",
10,148682,149055,"3",10,149055,0,"0","","","","",
11,149056,152048,"4",11,152048,0,"0","","","","",
12,163638,167620,"1",12,167620,0,"1","","","","",
13,167620,168571,"2",13,168571,0,"0","","","","",
14,168572,168877,"3",14,168877,0,"0","","","","",
15,168878,171530,"4",15,171530,0,"0","","","","",
16,182267,187237,"1",,,,,,,,,
17,187238,188155,"2",,,,,,,,,
18,188156,188359,"3",,,,,,,,,
19,188360,191080,"4",,,,,,,,,
20,201620,206413,"1",,,,,,,,,
21,206414,207433,"2",,,,,,,,,
22,207434,207943,"3",,,,,,,,,
23,207944,210256,"4",,,,,,,,,
24,221306,226201,"1",,,,,,,,,
25,226202,227187,"2",,,,,,,,,
26,227188,227901,"3",,,,,,,,,
27,227902,231098,"4",,,,,,,,,
28,243612,248029,"1",,,,,,,,,
29,248030,248981,"2",,,,,,,,,
30,248982,250341,"3",,,,,,,,,
31,250342,253096,"4",,,,,,,,,
32,264483,268973,"1",,,,,,,,,
33,268974,270061,"2",,,,,,,,,
34,270062,270197,"3",,,,,,,,,
35,270197,273870,"4",,,,,,,,,
36,284336,288863,"1",,,,,,,,,
37,288864,289917,"2",,,,,,,,,
38,289918,290189,"3",,,,,,,,,
39,290190,294916,"4",,,,,,,,,
40,307459,311813,"1",,,,,,,,,
41,311814,312901,"2",,,,,,,,,
42,312902,313343,"3",,,,,,,,,
43,313344,317322,"4",,,,,,,,,
44,329848,333879,"1",,,,,,,,,
45,333880,334899,"2",,,,,,,,,
46,334900,334899,"3",,,,,,,,,
47,334900,338096,"4",,,,,,,,,
