phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,96428,101387,"1",0,101387,0,"2","","","","",
1,101388,102305,"2",1,102305,0,"2","","","","",
2,102306,105637,"3",2,105637,0,"2","","","","",
3,105638,106216,"4",3,106216,0,"0","","","","",
4,116568,121957,"1",4,121957,0,"1","","","","",
5,121958,122739,"2",5,122739,0,"0","","","","",
6,122740,125732,"3",6,125732,0,"0","","","","",
7,125732,131172,"4",7,130968,0,"1","","","","",
8,146064,151537,"1",8,151537,0,"1","","","","",
9,151538,152421,"2",9,152421,0,"0","","","","",
10,152422,153407,"3",10,153407,0,"0","","","","",
11,153408,158542,"4",11,158542,0,"0","","","","",
12,168452,173603,"1",12,173603,0,"0","","","","",
13,173604,174487,"2",13,174487,0,"0","","","","",
14,174488,174929,"3",14,174929,0,"0","","","","",
15,174930,177276,"4",15,177276,0,"0","","","","",
16,187072,192473,"1",,,,,,,,,
17,192474,193323,"2",,,,,,,,,
18,193324,193799,"3",,,,,,,,,
19,193800,206516,"4",,,,,,,,,
20,217068,222665,"1",,,,,,,,,
21,222666,223413,"2",,,,,,,,,
22,223414,223413,"3",,,,,,,,,
23,223414,227902,"4",,,,,,,,,
24,241826,247383,"1",,,,,,,,,
25,247384,248131,"2",,,,,,,,,
26,248132,248131,"3",,,,,,,,,
27,248132,256428,"4",,,,,,,,,
28,268353,273631,"1",,,,,,,,,
29,273632,274413,"2",,,,,,,,,
30,274414,274616,"3",,,,,,,,,
31,274617,281214,"4",,,,,,,,,
32,293177,298960,"1",,,,,,,,,
33,298961,299845,"2",,,,,,,,,
34,299846,300083,"3",,,,,,,,,
35,300084,314330,"4",,,,,,,,,
36,346764,352103,"1",,,,,,,,,
37,352104,353088,"2",,,,,,,,,
38,353089,353088,"3",,,,,,,,,
39,353089,356116,"4",,,,,,,,,
40,368553,374373,"1",,,,,,,,,
41,374374,375291,"2",,,,,,,,,
42,375292,375291,"3",,,,,,,,,
43,375292,378624,"4",,,,,,,,,
44,392744,398819,"1",,,,,,,,,
45,398820,399533,"2",,,,,,,,,
46,399534,399600,"3",,,,,,,,,
47,399601,402730,"4",,,,,,,,,
