phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,97075,101625,"1",0,101625,0,"1","0","","","",
1,101626,102509,"2",1,102509,0,"0","0","","","",
2,102510,104583,"3",2,104583,0,"1","0","","","",
3,104584,105332,"4",3,105332,0,"1","0","","","",
4,116528,120801,"1",4,120801,0,"2","0","","","",
5,120802,121413,"2",5,121413,0,"0","0","","","",
6,121414,123317,"3",6,123317,0,"0","0","","","",
7,123318,123862,"4",7,123862,0,"0","0","","","",
8,137215,141541,"1",8,141541,0,"3","0","","","",
9,141542,142323,"2",9,142323,0,"0","0","","","",
10,142324,143377,"3",10,143377,0,"0","0","","","",
11,143378,144534,"4",11,143378,0,"0","0","","","",
12,159804,164117,"1",12,164117,0,"2","0","","","",
13,164118,164730,"2",13,164730,0,"0","0","","","",
14,164730,166463,"3",14,166463,0,"0","0","","","",
15,166464,167178,"4",15,167178,0,"1","0","","","",
16,179824,184143,"1",,,,,,,,,
17,184144,185333,"2",,,,,,,,,
18,185334,186965,"3",,,,,,,,,
19,186966,187714,"4",,,,,,,,,
20,200011,204849,"1",,,,,,,,,
21,204850,205597,"2",,,,,,,,,
22,205598,207433,"3",,,,,,,,,
23,207434,208148,"4",,,,,,,,,
24,220432,225589,"1",,,,,,,,,
25,225590,226303,"2",,,,,,,,,
26,226304,228343,"3",,,,,,,,,
27,228344,228956,"4",,,,,,,,,
28,241319,245989,"1",,,,,,,,,
29,245990,246669,"2",,,,,,,,,
30,246670,248573,"3",,,,,,,,,
31,248574,249594,"4",,,,,,,,,
32,262807,267511,"1",,,,,,,,,
33,267512,268157,"2",,,,,,,,,
34,268158,269551,"3",,,,,,,,,
35,269552,271490,"4",,,,,,,,,
36,284029,288760,"1",,,,,,,,,
37,288761,289441,"2",,,,,,,,,
38,289441,289883,"3",,,,,,,,,
39,289884,292026,"4",,,,,,,,,
40,307385,311949,"1",,,,,,,,,
41,311950,312731,"2",,,,,,,,,
42,312732,313343,"3",,,,,,,,,
43,313344,314976,"4",,,,,,,,,
44,328273,332824,"1",,,,,,,,,
45,332825,333573,"2",,,,,,,,,
46,333574,335307,"3",,,,,,,,,
47,335308,337586,"4",,,,,,,,,
