phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,87411,91969,"1",0,90984,0,"2","","","","",
1,91970,92751,"2",1,92751,0,"0","","","","",
2,92752,92819,"3",2,92819,0,"0","","","","",
3,92820,95744,"4",3,95744,0,"0","","","","",
4,106130,110839,"1",4,110839,0,"1","","","","",
5,110840,111723,"2",5,111723,0,"1","","","","",
6,111724,111927,"3",6,111927,0,"1","","","","",
7,111928,115736,"4",7,115736,0,"1","","","","",
8,126417,131341,"1",8,131341,0,"2","","","","",
9,131342,132225,"2",9,132225,0,"0","","","","",
10,132226,132599,"3",10,132599,0,"0","","","","",
11,132600,135592,"4",11,135592,0,"1","","","","",
12,145603,150653,"1",12,150653,0,"1","","","","",
13,150654,151503,"2",13,151503,0,"1","","","","",
14,151504,151843,"3",14,151843,0,"0","","","","",
15,151844,154428,"4",15,154258,0,"1","","","","",
16,170327,174793,"1",,,,,,,,,
17,174794,175643,"2",,,,,,,,,
18,175644,176153,"3",,,,,,,,,
19,176154,181152,"4",,,,,,,,,
20,193884,199103,"1",,,,,,,,,
21,199104,199885,"2",,,,,,,,,
22,199886,200293,"3",,,,,,,,,
23,200294,203694,"4",,,,,,,,,
24,214638,219707,"1",,,,,,,,,
25,219708,220455,"2",,,,,,,,,
26,220456,220999,"3",,,,,,,,,
27,221000,224638,"4",,,,,,,,,
28,234424,239291,"1",,,,,,,,,
29,239292,240243,"2",,,,,,,,,
30,240244,240549,"3",,,,,,,,,
31,240550,243610,"4",,,,,,,,,
32,259750,264621,"1",,,,,,,,,
33,264622,265505,"2",,,,,,,,,
34,265506,265777,"3",,,,,,,,,
35,265778,271014,"4",,,,,,,,,
36,285376,289984,"1",,,,,,,,,
37,289985,290869,"2",,,,,,,,,
38,290870,291175,"3",,,,,,,,,
39,291176,297024,"4",,,,,,,,,
40,307865,312799,"1",,,,,,,,,
41,312800,313683,"2",,,,,,,,,
42,313684,313955,"3",,,,,,,,,
43,313956,320552,"4",,,,,,,,,
44,337228,341699,"1",,,,,,,,,
45,341700,342855,"2",,,,,,,,,
46,342856,342855,"3",,,,,,,,,
47,342856,347072,"4",,,,,,,,,
