phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,142452,147287,"1",0,147287,0,"2","0","","","",
1,147288,148137,"2",1,148137,0,"0","1","","","",
2,148138,148511,"3",2,148511,0,"0","0","","","",
3,148512,154530,"4",3,154530,0,"1","2","","","",
4,168711,174181,"1",4,174181,0,"1","0","","","",
5,174182,174895,"2",5,174895,0,"0","0","","","",
6,174896,175371,"3",6,175371,0,"0","0","","","",
7,175372,176766,"4",7,176766,0,"0","0","","","",
8,189364,195023,"1",8,195023,0,"1","0","","","",
9,195024,195873,"2",9,195873,0,"0","0","","","",
10,195874,196383,"3",10,196383,0,"0","0","","","",
11,196384,198152,"4",11,197914,0,"0","0","","","",
12,211520,217089,"1",12,217089,0,"2","0","","","",
13,217090,217939,"2",13,217939,0,"0","0","","","",
14,217940,218313,"3",14,218313,0,"0","0","","","",
15,218314,221000,"4",15,221000,0,"1","1","","","",
16,236113,241025,"1",,,,,,,,,
17,241026,241773,"2",,,,,,,,,
18,241774,242351,"3",,,,,,,,,
19,242352,244120,"4",,,,,,,,,
20,256566,261935,"1",,,,,,,,,
21,261936,262581,"2",,,,,,,,,
22,262582,262921,"3",,,,,,,,,
23,262922,264452,"4",,,,,,,,,
24,283760,289168,"1",,,,,,,,,
25,289169,289848,"2",,,,,,,,,
26,289849,290461,"3",,,,,,,,,
27,290462,296922,"4",,,,,,,,,
28,319095,324053,"1",,,,,,,,,
29,324054,324936,"2",,,,,,,,,
30,324937,325277,"3",,,,,,,,,
31,325278,327046,"4",,,,,,,,,
32,343564,348533,"1",,,,,,,,,
33,348534,349552,"2",,,,,,,,,
34,349553,349723,"3",,,,,,,,,
35,349724,351832,"4",,,,,,,,,
36,393336,398784,"1",,,,,,,,,
37,398785,399533,"2",,,,,,,,,
38,399534,400077,"3",,,,,,,,,
39,400078,402968,"4",,,,,,,,,
40,418127,423231,"1",,,,,,,,,
41,423232,423877,"2",,,,,,,,,
42,423878,424285,"3",,,,,,,,,
43,424286,425748,"4",,,,,,,,,
44,441350,446384,"1",,,,,,,,,
45,446385,447031,"2",,,,,,,,,
46,447032,447439,"3",,,,,,,,,
47,447440,449106,"4",,,,,,,,,
