phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,87410,91697,"1",0,91697,0,"0","","","","",
1,91698,92649,"2",1,92649,0,"0","","","","",
2,92650,92649,"3",2,92650,0,"0","","","","",
3,92650,95268,"4",3,95268,0,"0","","","","",
4,103737,108595,"1",4,108595,0,"1","","","","",
5,108596,109275,"2",5,109275,0,"0","","","","",
6,109276,109615,"3",6,109615,0,"0","","","","",
7,109616,113288,"4",7,113288,0,"2","","","","",
8,122623,127737,"1",8,127737,0,"2","","","","",
9,127738,128484,"2",9,128484,0,"0","","","","",
10,128485,128484,"3",10,128485,0,"0","","","","",
11,128485,131376,"4",11,131376,0,"0","","","","",
12,141976,147525,"1",12,147525,0,"2","","","","",
13,147526,148341,"2",13,148341,0,"0","","","","",
14,148342,148579,"3",14,148579,0,"0","","","","",
15,148580,151402,"4",15,151402,0,"0","","","","",
16,169068,174147,"1",,,,,,,,,
17,174148,175099,"2",,,,,,,,,
18,175100,175575,"3",,,,,,,,,
19,175576,185824,"4",,,,,,,,,
20,201358,206243,"1",,,,,,,,,
21,206244,207093,"2",,,,,,,,,
22,207094,208215,"3",,,,,,,,,
23,208216,210256,"4",,,,,,,,,
24,219652,225181,"1",,,,,,,,,
25,225182,225895,"2",,,,,,,,,
26,225896,225895,"3",,,,,,,,,
27,225896,229024,"4",,,,,,,,,
28,239506,245004,"1",,,,,,,,,
29,245004,245683,"2",,,,,,,,,
30,245684,246125,"3",,,,,,,,,
31,246126,248744,"4",,,,,,,,,
32,260260,266151,"1",,,,,,,,,
33,266152,266797,"2",,,,,,,,,
34,266798,266797,"3",,,,,,,,,
35,266798,270402,"4",,,,,,,,,
36,281181,286789,"1",,,,,,,,,
37,286790,287707,"2",,,,,,,,,
38,287708,287708,"3",,,,,,,,,
39,287708,290564,"4",,,,,,,,,
40,305739,311677,"1",,,,,,,,,
41,311678,312493,"2",,,,,,,,,
42,312494,312493,"3",,,,,,,,,
43,312494,315044,"4",,,,,,,,,
44,326694,332315,"1",,,,,,,,,
45,332316,333165,"2",,,,,,,,,
46,333166,333165,"3",,,,,,,,,
47,333166,336260,"4",,,,,,,,,
