phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,99988,104583,"1",0,104583,0,"2","0","","","",
1,104584,105331,"2",1,105331,0,"0","0","","","",
2,105332,107881,"3",2,107881,0,"0","0","","","",
3,107882,108596,"4",3,108596,0,"0","0","","","",
4,122806,127567,"1",4,126480,0,"0","0","","","",
5,127568,128417,"2",5,128417,0,"0","0","","","",
6,128418,129879,"3",6,129879,0,"0","0","","","",
7,129880,139774,"4",7,139774,0,"2","0","","","",
8,151735,157453,"1",8,157453,0,"2","0","","","",
9,157454,158303,"2",9,158303,0,"0","0","","","",
10,158304,164321,"3",10,164321,0,"1","0","","","",
11,164322,174012,"4",11,172938,0,"2","0","","","",
12,188238,194479,"1",12,194479,0,"2","0","","","",
13,194480,195261,"2",13,195261,0,"0","0","","","",
14,195262,195907,"3",14,195907,0,"0","0","","","",
15,195908,197948,"4",15,197948,0,"0","0","","","",
16,208585,214437,"1",,,,,,,,,
17,214438,215321,"2",,,,,,,,,
18,215322,219231,"3",,,,,,,,,
19,219232,221306,"4",,,,,,,,,
20,233650,239326,"1",,,,,,,,,
21,239326,240209,"2",,,,,,,,,
22,240210,240719,"3",,,,,,,,,
23,240720,243066,"4",,,,,,,,,
24,253771,259350,"1",,,,,,,,,
25,259351,260201,"2",,,,,,,,,
26,260202,262853,"3",,,,,,,,,
27,262854,263534,"4",,,,,,,,,
28,274424,279920,"1",,,,,,,,,
29,279921,280669,"2",,,,,,,,,
30,280670,283456,"3",,,,,,,,,
31,283457,284070,"4",,,,,,,,,
32,296246,301783,"1",,,,,,,,,
33,301784,302632,"2",,,,,,,,,
34,302633,305693,"3",,,,,,,,,
35,305694,306442,"4",,,,,,,,,
36,317668,322896,"1",,,,,,,,,
37,322897,323781,"2",,,,,,,,,
38,323782,326160,"3",,,,,,,,,
39,326161,326944,"4",,,,,,,,,
40,343612,348567,"1",,,,,,,,,
41,348568,349451,"2",,,,,,,,,
42,349452,352680,"3",,,,,,,,,
43,352681,353430,"4",,,,,,,,,
44,365349,370667,"1",,,,,,,,,
45,370668,371619,"2",,,,,,,,,
46,371620,374440,"3",,,,,,,,,
47,374441,375734,"4",,,,,,,,,
