phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,92427,97205,"1",0,97205,0,"3","0","","","",
1,97206,98123,"2",1,98123,0,"0","0","","","",
2,98124,100095,"3",2,100095,0,"0","0","","","",
3,100096,101048,"4",3,101048,0,"0","0","","","",
4,109822,115123,"1",4,115123,0,"1","0","","","",
5,115124,115973,"2",5,115973,0,"0","0","","","",
6,115974,117911,"3",6,117911,0,"0","0","","","",
7,117912,119136,"4",7,119136,0,"0","0","","","",
8,133879,139331,"1",8,139331,0,"1","0","","","",
9,139332,140147,"2",9,140147,0,"0","0","","","",
10,140148,142833,"3",10,142833,0,"0","0","","","",
11,142834,143786,"4",11,143786,0,"1","0","","","",
12,153264,158269,"1",12,158269,0,"1","0","","","",
13,158270,159153,"2",13,159153,0,"0","0","","","",
14,159154,161499,"3",14,161499,0,"0","0","","","",
15,161500,162384,"4",15,162384,0,"0","0","","","",
16,174652,180369,"1",,,,,,,,,
17,180370,181219,"2",,,,,,,,,
18,181220,181933,"3",,,,,,,,,
19,181934,183702,"4",,,,,,,,,
20,193672,199341,"1",,,,,,,,,
21,199342,200123,"2",,,,,,,,,
22,200124,202299,"3",,,,,,,,,
23,202300,203320,"4",,,,,,,,,
24,213926,219469,"1",,,,,,,,,
25,219470,220251,"2",,,,,,,,,
26,220252,222019,"3",,,,,,,,,
27,222020,222904,"4",,,,,,,,,
28,232010,237115,"1",,,,,,,,,
29,237116,238067,"2",,,,,,,,,
30,238068,240311,"3",,,,,,,,,
31,240312,241162,"4",,,,,,,,,
32,252731,258059,"1",,,,,,,,,
33,258060,258875,"2",,,,,,,,,
34,258876,261151,"3",,,,,,,,,
35,261152,262174,"4",,,,,,,,,
36,271550,276623,"1",,,,,,,,,
37,276624,277472,"2",,,,,,,,,
38,277473,279615,"3",,,,,,,,,
39,279616,280330,"4",,,,,,,,,
40,290636,296139,"1",,,,,,,,,
41,296140,296989,"2",,,,,,,,,
42,296990,299437,"3",,,,,,,,,
43,299438,300458,"4",,,,,,,,,
44,312324,317491,"1",,,,,,,,,
45,317492,318171,"2",,,,,,,,,
46,318172,320517,"3",,,,,,,,,
47,320518,321402,"4",,,,,,,,,
