phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,161554,169897,"1",0,169897,0,"0","0","","","",
1,169898,170679,"2",1,170679,0,"0","0","","","",
2,170680,171121,"3",2,171121,0,"0","0","","","",
3,171122,173230,"4",3,173230,0,"0","0","","","",
4,183142,187374,"1",4,187374,0,"1","0","","","",
5,187374,188325,"2",5,188325,0,"0","1","","","",
6,188326,188325,"3",6,188326,0,"0","0","","","",
7,188326,194752,"4",7,194752,0,"0","0","","","",
8,209235,214029,"1",8,214029,0,"1","0","","","",
9,214030,215015,"2",9,215015,0,"0","0","","","",
10,215016,215491,"3",10,215491,0,"0","0","","","",
11,215492,219300,"4",11,219300,0,"0","0","","","",
12,235394,241297,"1",12,241297,0,"2","0","","","",
13,241298,242181,"2",13,242181,0,"0","0","","","",
14,242182,242351,"3",14,242351,0,"0","0","","","",
15,242352,245412,"4",15,245412,0,"0","0","","","",
16,257048,262070,"1",,,,,,,,,
17,262071,262921,"2",,,,,,,,,
18,262922,263533,"3",,,,,,,,,
19,263534,266254,"4",,,,,,,,,
20,277904,282912,"1",,,,,,,,,
21,282913,283933,"2",,,,,,,,,
22,283934,284341,"3",,,,,,,,,
23,284342,286620,"4",,,,,,,,,
24,296656,302531,"1",,,,,,,,,
25,302532,303448,"2",,,,,,,,,
26,303449,303789,"3",,,,,,,,,
27,303790,306068,"4",,,,,,,,,
28,316609,322285,"1",,,,,,,,,
29,322286,323237,"2",,,,,,,,,
30,323238,323747,"3",,,,,,,,,
31,323748,328610,"4",,,,,,,,,
32,340967,350676,"1",,,,,,,,,
33,350676,351593,"2",,,,,,,,,
34,351593,351592,"3",,,,,,,,,
35,351593,357306,"4",,,,,,,,,
36,375067,379949,"1",,,,,,,,,
37,379950,380010,"2",,,,,,,,,
38,380800,381240,"3",,,,,,,,,
39,381241,386172,"4",,,,,,,,,
40,397723,403171,"1",,,,,,,,,
41,403172,403919,"2",,,,,,,,,
42,403920,404123,"3",,,,,,,,,
43,404124,419424,"4",,,,,,,,,
44,431123,436456,"1",,,,,,,,,
45,436457,437341,"2",,,,,,,,,
46,437342,437544,"3",,,,,,,,,
47,437545,440844,"4",,,,,,,,,
