phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,84744,90201,1,1,90201,0,2,0
2,90202,90984,2,2,90984,0,1,0
3,90984,91187,3,3,91187,0,0,0
4,91188,94418,4,4,94418,0,1,0
5,103062,111791,1,5,111791,0,2,0
6,111792,112710,2,6,112710,0,0,0
7,112710,112845,3,7,112845,0,0,0
8,112846,120054,4,8,120054,0,0,0
9,133960,141405,1,9,141405,0,1,0
10,141406,142154,2,10,142154,0,0,0
11,142154,142493,3,11,142493,0,0,0
12,142494,159256,4,12,159256,0,0,1
13,173566,182035,1,13,182035,0,1,0
14,182036,182988,2,14,182988,0,0,0
15,182988,183157,3,15,183157,0,0,0
16,183158,211038,4,16,211038,0,2,0
17,223216,230281,1,17,230281,0,1,0
18,230282,230961,2,18,230961,0,0,0
19,230962,231199,3,19,231199,0,0,0
20,231200,234056,4,20,234056,0,0,0
21,244303,251293,1,21,251293,0,1,0
22,251294,252041,2,22,252041,0,0,0
23,252042,252042,3,23,252042,0,0,0
24,252042,262684,4,24,262684,0,0,0
25,278104,283728,1,25,283728,0,1,0
26,283729,284408,2,26,284408,0,0,0
27,284409,284443,3,27,284443,0,0,0
28,284444,295154,4,28,295154,0,0,0
29,308633,317015,1,29,317015,0,2,0
30,317016,317728,2,30,317728,0,0,0
31,317729,317797,3,31,317797,0,0,0
32,317798,355742,4,32,355742,0,1,0
33,374078,379711,1,33,379711,0,3,1
34,379712,380629,2,34,380629,0,0,0
35,380630,380696,3,35,380696,0,0,0
36,380697,416058,4,36,416058,0,1,0
37,427486,439517,1,37,439517,0,2,1
38,439518,440264,2,38,439517,0,2,0
39,440265,440469,3,39,440469,0,0,0
40,440470,443122,4,40,443122,0,0,0
41,463622,470184,1,41,470184,0,1,0
42,470185,470797,2,42,470797,0,0,0
43,470798,471103,3,43,471103,0,0,0
44,471104,502554,4,44,502554,0,3,0
45,513039,519757,1,45,519757,0,1,0
46,519758,520675,2,46,520675,0,0,0
47,520676,520676,3,47,520676,0,0,0
48,520676,538220,4,48,538220,0,1,0
