phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,60643,65142,1,1,65142,0,1,0
2,65143,65994,2,2,65994,0,0,0
3,65994,67863,3,3,67863,0,0,0
4,67864,69122,4,4,69122,0,0,0
5,77708,82585,1,5,82585,0,1,0
6,82586,83436,2,6,83436,0,0,0
7,83436,85985,3,7,85985,0,0,0
8,85986,86836,4,8,86836,0,0,0
9,96446,100979,1,9,100979,0,1,0
10,100980,101796,2,10,101796,0,1,0
11,101796,104243,3,11,104243,0,0,0
12,104244,112914,4,12,112914,0,2,0
13,122839,127873,1,13,127873,0,1,0
14,127874,128860,2,14,128860,0,1,0
15,128860,131511,3,15,131511,0,0,0
16,131512,132260,4,16,134266,0,0,0
17,143592,149259,1,17,149259,0,1,0
18,149260,150313,2,18,150313,0,0,0
19,150314,152829,3,19,152829,0,0,0
20,152830,153748,4,20,153748,0,0,0
21,163012,167993,1,21,167993,0,0,0
22,167994,168979,2,22,168979,0,0,0
23,168980,171597,3,23,171597,0,0,0
24,171598,172380,4,24,172380,0,0,0
25,183499,189005,1,25,189005,0,2,0
26,189006,189821,2,26,189821,0,1,0
27,189822,192269,3,27,192269,0,1,0
28,192270,193222,4,28,193222,0,1,0
29,201984,207059,1,29,207059,0,2,0
30,207060,208181,2,30,208181,0,0,0
31,208182,228887,3,31,228887,0,3,0
32,228888,230577,4,32,230577,0,0,0
33,240856,246431,1,33,246431,0,2,0
34,246432,247315,2,34,247315,0,1,0
35,247316,249831,3,35,249831,0,1,0
36,249832,251090,4,36,251090,0,0,0
37,260408,265335,1,37,265335,0,1,0
38,265336,266491,2,38,266491,0,0,0
39,266492,266627,3,39,266627,0,0,0
40,266628,268940,4,40,268940,0,0,0
41,279262,283933,1,41,283933,0,2,0
42,283934,284613,2,42,284613,0,0,0
43,284614,288931,3,43,288931,0,1,0
44,288932,291584,4,44,291584,0,0,0
45,301049,308277,1,45,308277,0,1,0
46,308278,309229,2,46,309229,0,0,0
47,309230,309535,3,47,309535,0,0,0
48,309536,311984,4,48,311984,0,0,0
