phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,43677,47905,1,1,47905,0,2,0
2,47906,48006,2,2,48006,0,0,1
3,48007,48007,3,3,48007,0,0,1
4,48008,51204,4,4,51204,0,0,0
5,59827,64021,1,5,64021,0,2,0
6,64022,65619,2,6,65619,0,0,0
7,65620,65653,3,7,65653,0,0,0
8,65654,68238,4,8,68238,0,1,0
9,75910,80817,1,9,80817,0,2,0
10,80818,81463,2,10,81463,0,0,0
11,81464,81735,3,11,81735,0,0,0
12,81736,84252,4,12,84252,0,1,0
13,91192,95913,1,13,95913,0,2,0
14,95914,96661,2,14,96661,0,0,0
15,96662,102781,3,15,102781,0,3,0
16,102782,104142,4,16,104142,0,1,0
17,112947,117298,1,17,117298,0,2,0
18,117299,118013,2,18,118013,0,0,0
19,118014,118421,3,19,118421,0,0,0
20,118422,120122,4,20,120122,0,1,0
21,128062,131341,1,21,131341,0,2,1
22,131342,133211,2,22,133211,0,1,0
23,133212,133517,3,23,133517,0,0,0
24,133518,135490,4,24,135490,0,0,0
25,143476,148171,1,25,148171,0,2,0
26,148172,148953,2,26,148953,0,0,0
27,148954,149225,3,27,149225,0,0,0
28,149226,151810,4,28,151810,0,0,0
29,160460,164593,1,29,164593,0,2,0
30,164594,165375,2,30,165375,0,0,0
31,165376,167585,3,31,167585,0,0,0
32,167586,169320,4,32,169320,0,1,0
33,179012,183055,1,33,183055,0,2,0
34,183056,183837,2,34,183837,0,0,0
35,183838,184007,3,35,184007,0,0,0
36,184008,187068,4,36,187068,0,0,0
37,194195,197777,1,37,197777,0,2,1
38,197778,198967,2,38,198967,0,1,1
39,198968,199103,3,39,199103,0,0,0
40,199104,201960,4,40,201960,0,1,0
41,210176,215083,1,41,215083,0,1,0
42,215084,215899,2,42,215899,0,0,0
43,215900,216579,3,43,216579,0,0,0
44,216580,218382,4,44,218382,0,1,0
45,226126,231369,1,45,231369,0,2,1
46,231370,232729,2,46,232729,0,0,1
47,232730,233137,3,47,233137,0,0,0
48,233138,235620,4,48,235620,0,1,0
