phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,96428,101387,"1",0,101387,0,"2","0","0","0","",
1,101388,102305,"2",1,102305,0,"0","0","0","0","",
2,102306,105637,"3",2,105637,0,"0","0","0","0","",
3,105638,106216,"4",3,106216,0,"0","0","0","0","",
4,116568,121957,"1",4,121957,0,"1","0","0","0","",
5,121958,122739,"2",5,122739,0,"0","0","0","0","",
6,122740,125732,"3",6,125732,0,"0","0","0","0","",
7,125732,131172,"4",7,131172,0,"0","0","0","0","",
8,146064,151537,"1",8,151537,0,"1","0","0","0","",
9,151538,152421,"2",9,152421,0,"0","0","0","0","",
10,152422,153407,"3",10,153407,0,"0","0","0","0","",
11,153408,158542,"4",11,158542,0,"0","0","0","0","",
12,168452,173603,"1",12,173603,0,"0","0","0","0","",
13,173604,174487,"2",13,174487,0,"0","0","0","0","",
14,174488,174929,"3",14,174929,0,"0","0","0","0","",
15,174930,177276,"4",15,177276,0,"0","0","0","0","",
16,187072,192473,"1",16,192473,0,"1","0","0","0","",
17,192474,193323,"2",17,193323,0,"1","0","0","0","",
18,193324,193799,"3",18,193799,0,"0","0","0","0","",
19,193800,206516,"4",19,206516,0,"1","0","0","0","",
20,217068,222665,"1",20,222665,0,"2","0","0","0","",
21,222666,223413,"2",21,223413,0,"1","0","0","0","",
22,223414,223413,"3",22,223414,0,"0","0","0","0","",
23,223414,227902,"4",23,227902,0,"1","0","0","0","",
24,241826,247383,"1",24,247383,0,"1","0","0","0","",
25,247384,248131,"2",25,248131,0,"0","0","0","0","",
26,248132,248131,"3",26,248132,0,"0","0","0","0","",
27,248132,256428,"4",27,256428,0,"0","0","0","0","",
28,268353,273631,"1",28,273631,0,"0","0","0","0","",
29,273632,274413,"2",29,274413,0,"0","0","0","0","",
30,274414,274616,"3",30,274616,0,"0","0","0","0","",
31,274617,281214,"4",31,281214,0,"0","0","0","0","",
32,293177,298960,"1",32,298960,0,"0","0","0","0","",
33,298961,299845,"2",33,299845,0,"0","0","0","0","",
34,299846,300083,"3",34,300083,0,"0","0","0","0","",
35,300084,314330,"4",35,314330,0,"1","0","0","0","",
36,346764,352103,"1",36,352103,0,"0","0","0","0","",
37,352104,353088,"2",37,353088,0,"0","0","0","0","",
38,353089,353088,"3",38,353089,0,"0","0","0","0","",
39,353089,356116,"4",39,356116,0,"0","0","0","0","",
40,368553,374373,"1",40,374373,0,"2","0","0","0","",
41,374374,375291,"2",41,375291,0,"1","0","0","0","",
42,375292,375291,"3",42,375292,0,"0","0","0","0","",
43,375292,378624,"4",43,378624,0,"0","0","0","0","",
44,392744,398819,"1",44,398819,0,"0","0","0","0","",
45,398820,399533,"2",45,399533,0,"0","0","0","0","",
46,399534,399600,"3",46,399600,0,"0","0","0","0","",
47,399601,402730,"4",47,402730,0,"0","0","0","0","",
