phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,100303,105161,"1",0,105161,0,"2","0","0","0","",
1,105162,105909,"2",1,105909,0,"0","0","0","0","",
2,105910,106793,"3",2,106793,0,"0","0","0","0","",
3,106794,107440,"4",3,107440,0,"0","0","0","0","",
4,121591,126411,"1",4,126411,0,"1","0","0","0","",
5,126412,127295,"2",5,127295,0,"0","0","0","0","",
6,127296,127771,"3",6,127771,0,"0","0","0","0","",
7,127772,129914,"4",7,129914,0,"1","1","0","0","",
8,144480,149565,"1",8,149565,0,"2","0","0","0","",
9,149566,150245,"2",9,150245,0,"0","0","0","0","",
10,150246,150274,"3",10,150278,0,"0","0","0","0","",
11,150722,151742,"4",11,151742,0,"0","0","0","0","",
12,164667,170237,"1",12,170237,0,"1","0","0","0","",
13,170238,170985,"2",13,170985,0,"0","0","0","0","",
14,170986,172175,"3",14,172175,0,"1","0","0","0","",
15,172176,172822,"4",15,172822,0,"1","0","0","0","",
16,196832,201993,"1",16,201993,0,"2","0","0","0","",
17,201994,202775,"2",17,202775,0,"0","0","0","0","",
18,202776,203965,"3",18,203965,0,"0","0","0","0","",
19,203966,205632,"4",19,205632,0,"0","0","0","0","",
20,218048,223345,"1",20,223345,0,"2","0","0","0","",
21,223346,224127,"2",21,224127,0,"0","0","0","0","",
22,224128,224841,"3",22,224841,0,"0","0","0","0","",
23,224842,226066,"4",23,226066,0,"0","0","0","0","",
24,238874,244289,"1",24,244289,0,"2","0","0","0","",
25,244290,245037,"2",25,245037,0,"0","0","0","0","",
26,245038,247587,"3",26,247587,0,"1","0","0","0","",
27,247620,250444,"4",27,250444,0,"0","0","0","0","",
28,263532,268701,"1",28,268701,0,"2","0","0","0","",
29,268702,269483,"2",29,269483,0,"0","0","0","0","",
30,269484,270299,"3",30,270299,0,"0","0","0","0","",
31,270300,273292,"4",31,273292,0,"0","0","0","0","",
32,286289,291549,"1",32,291549,0,"1","0","0","0","",
33,291550,292399,"2",33,292399,0,"0","0","0","0","",
34,292400,294235,"3",34,294235,0,"0","0","0","0","",
35,294236,295018,"4",35,295018,0,"0","0","0","0","",
36,318087,322693,"1",36,322693,0,"1","0","0","0","",
37,322694,323440,"2",37,323440,0,"0","0","0","0","",
38,323441,324087,"3",38,324087,0,"0","0","0","0","",
39,324119,325448,"4",39,325448,0,"0","0","0","0","",
40,338776,343773,"1",40,343773,0,"2","0","0","0","",
41,343774,304419,"2",41,344419,0,"0","0","0","0","",
42,344420,345200,"3",42,345200,0,"0","0","0","0","",
43,345201,346188,"4",43,346188,0,"0","0","0","0","",
44,359834,364989,"1",44,364989,0,"1","0","0","0","",
45,364990,365669,"2",45,365669,0,"0","0","0","0","",
46,365670,366349,"3",46,366349,0,"0","0","0","0","",
47,366350,369512,"4",47,369512,0,"0","0","0","0","",
