phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,84772,89147,"1",0,89147,0,"2","0","0","0","",
1,89148,89929,"2",1,89929,0,"1","0","0","0","",
2,89930,90201,"3",2,90201,0,"0","0","0","0","",
3,90202,92344,"4",3,92344,0,"0","0","0","0","",
4,101604,106147,"1",4,106147,0,"2","0","0","0","",
5,106148,107031,"2",5,107031,0,"0","0","0","0","",
6,107032,107473,"3",6,107473,0,"0","0","0","0","",
7,107474,109684,"4",7,109684,0,"1","0","0","0","",
8,118760,123419,"1",8,123419,0,"2","0","0","0","",
9,123420,124235,"2",9,124235,0,"0","0","0","0","",
10,124236,124881,"3",10,124881,0,"0","0","0","0","",
11,124882,126786,"4",11,126786,0,"0","0","0","0","",
12,135676,140521,"1",12,140521,0,"2","0","0","0","",
13,140522,141371,"2",13,141371,0,"0","0","0","0","",
14,141372,141813,"3",14,141813,0,"0","0","0","0","",
15,141814,143786,"4",15,143786,0,"0","0","0","0","",
16,157566,162553,"1",16,162553,0,"2","0","0","0","",
17,162554,163335,"2",17,163335,0,"0","0","0","0","",
18,163336,164049,"3",18,164049,0,"0","0","0","0","",
19,164050,166634,"4",19,166634,0,"0","0","0","0","",
20,176318,180913,"1",20,180913,0,"2","0","0","0","",
21,180914,181695,"2",21,181695,0,"0","0","0","0","",
22,181696,181865,"3",22,181865,0,"0","0","0","0","",
23,181866,184416,"4",23,184416,0,"1","0","0","0","",
24,198940,203523,"1",24,203523,0,"1","0","0","0","",
25,203524,204271,"2",25,204271,0,"0","0","0","0","",
26,204272,204747,"3",26,204747,0,"0","0","0","0","",
27,204748,207196,"4",27,207196,0,"0","0","0","0","",
28,217292,221917,"1",28,221917,0,"2","0","0","0","",
29,221918,222665,"2",29,222665,0,"0","0","0","0","",
30,222666,222835,"3",30,222835,0,"0","0","0","0","",
31,222836,225828,"4",31,225828,0,"0","0","0","0","",
32,238380,243371,"1",32,243371,0,"2","0","0","0","",
33,243372,244085,"2",33,244085,0,"0","0","0","0","",
34,244086,244459,"3",34,244459,0,"0","0","0","0","",
35,244460,246500,"4",35,246500,0,"0","0","0","0","",
36,256664,261017,"1",36,261017,0,"3","0","0","0","",
37,261018,262037,"2",37,262037,0,"1","0","0","0","",
38,262038,262377,"3",38,262377,0,"0","0","0","0","",
39,262378,264690,"4",39,264690,0,"1","0","0","0","",
40,274783,279512,"1",40,279512,0,"2","0","0","0","",
41,279513,280363,"2",41,280363,0,"1","0","0","0","",
42,280364,280533,"3",42,280533,0,"0","0","0","0","",
43,280534,282846,"4",43,282846,0,"0","0","0","0","",
44,293635,298043,"1",44,298043,0,"3","0","0","0","",
45,298044,298927,"2",45,298927,0,"0","0","0","0","",
46,298928,299232,"3",46,299232,0,"0","0","0","0","",
47,299233,302362,"4",47,302362,0,"0","0","0","0","",
