phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,79906,84863,"1",0,84863,0,"2","0","0","0","",
1,84864,85645,"2",1,85645,0,"0","0","0","0","",
2,85646,86835,"3",2,86835,0,"0","0","0","0","",
3,86836,87924,"4",3,87924,0,"0","0","0","0","",
4,101394,106555,"1",4,106555,0,"1","0","0","0","",
5,106556,107337,"2",5,107337,0,"1","0","0","0","",
6,107338,108731,"3",6,108731,0,"0","0","0","0","",
7,108732,109752,"4",7,109752,0,"0","0","0","0","",
8,122282,127227,"1",8,127227,0,"2","0","0","0","",
9,127228,128077,"2",9,128077,0,"0","0","0","0","",
10,128078,130185,"3",10,130185,0,"0","0","0","0","",
11,130186,130730,"4",11,130730,0,"0","0","0","0","",
12,146039,151435,"1",12,151435,0,"2","0","0","0","",
13,151436,152149,"2",13,152149,0,"1","0","0","0","",
14,152150,152693,"3",14,152693,0,"0","0","0","0","",
15,152694,154122,"4",15,154122,0,"0","0","0","0","",
16,165692,170747,"1",16,170747,0,"2","0","0","0","",
17,170748,171597,"2",17,171597,0,"0","0","0","0","",
18,171598,172311,"3",18,172311,0,"0","0","0","0","",
19,172312,173808,"4",19,173808,0,"0","0","0","0","",
20,187647,193017,"1",20,193017,0,"1","0","0","0","",
21,193018,193697,"2",21,193697,0,"0","0","0","0","",
22,193698,194547,"3",22,194547,0,"0","0","0","0","",
23,194548,195704,"4",23,195704,0,"0","0","0","0","",
24,210936,216341,"1",24,216341,0,"2","0","0","0","",
25,216342,216919,"2",25,216919,0,"1","0","0","0","",
26,216920,218789,"3",26,218789,0,"0","0","0","0","",
27,218790,219980,"4",27,219980,0,"0","0","0","0","",
28,232792,238271,"1",28,238271,0,"1","0","0","0","",
29,238272,239087,"2",29,239087,0,"0","0","0","0","",
30,239088,241025,"3",30,241025,0,"0","0","0","0","",
31,241026,242216,"4",31,242216,0,"0","0","0","0","",
32,257116,262411,"1",32,262411,0,"2","0","0","0","",
33,262412,263193,"2",33,263193,0,"1","0","0","0","",
34,263194,265471,"3",34,265471,0,"0","0","0","0","",
35,265472,266016,"4",35,266016,0,"0","0","0","0","",
36,278772,283864,"1",36,283864,0,"2","0","0","0","",
37,283865,284613,"2",37,284613,0,"0","0","0","0","",
38,284614,286075,"3",38,286075,0,"0","0","0","0","",
39,286076,287062,"4",39,287062,0,"0","0","0","0","",
40,302409,307836,"1",40,307836,0,"1","0","0","0","",
41,307836,308616,"2",41,308616,0,"1","0","0","0","",
42,308617,309909,"3",42,309909,0,"0","0","0","0","",
43,309910,311270,"4",43,311270,0,"0","0","0","0","",
44,326119,330921,"1",44,330921,0,"1","0","0","0","",
45,330921,331635,"2",45,331635,0,"0","0","0","0","",
46,331636,333947,"3",46,333947,0,"0","0","0","0","",
47,333948,334628,"4",47,334628,0,"0","0","0","0","",
