phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,215685,221101,"1",0,221101,0,"3","0","0","0","",
1,221102,221883,"2",1,221883,0,"0","0","0","0","",
2,221884,222869,"3",2,222869,0,"0","0","0","0","",
3,222870,224944,"4",3,224944,0,"1","0","0","0","",
4,235624,241807,"1",4,241807,0,"1","0","0","0","",
5,241808,242555,"2",5,242555,0,"0","0","0","0","",
6,242556,242929,"3",6,242929,0,"0","0","0","0","",
7,242930,244732,"4",7,244732,0,"0","0","0","0","",
8,255578,261255,"1",8,261255,0,"3","0","0","0","",
9,261256,262070,"2",9,262070,0,"0","0","0","0","",
10,262071,262343,"3",10,262343,0,"0","0","0","0","",
11,262344,264418,"4",11,264418,0,"1","0","0","0","",
12,275431,281383,"1",12,281383,0,"3","0","0","0","",
13,281384,282267,"2",13,282267,0,"0","0","0","0","",
14,282268,282539,"3",14,282539,0,"0","0","0","0","",
15,282540,284784,"4",15,284784,0,"2","0","0","0","",
16,297292,302224,"1",16,302224,0,"1","0","0","0","",
17,302225,302939,"2",17,302939,0,"0","0","0","0","",
18,302940,303109,"3",18,303109,0,"0","0","0","0","",
19,303110,305218,"4",19,305218,0,"0","0","0","0","",
20,319008,324664,"1",20,324664,0,"2","0","0","0","",
21,324665,325447,"2",21,325447,0,"0","0","0","0","",
22,325448,325787,"3",22,325787,0,"0","0","0","0","",
23,325788,332180,"4",23,332180,0,"0","0","0","0","",
24,343994,349383,"1",24,349383,0,"2","0","0","0","",
25,349384,350199,"2",25,350199,0,"0","0","0","0","",
26,350200,350709,"3",26,350709,0,"0","0","0","0","",
27,350710,353226,"4",27,353226,0,"0","0","0","0","",
28,365385,371312,"1",28,371312,0,"2","0","0","0","",
29,371313,372333,"2",29,372333,0,"0","0","0","0","",
30,372334,372503,"3",30,372503,0,"0","0","0","0","",
31,372504,386512,"4",31,386512,0,"1","1","0","1","child distracted by toy",
32,401289,406741,"1",32,406741,0,"1","0","0","0","",
33,406742,407931,"2",33,407931,0,"0","0","0","0","",
34,407932,407931,"3",34,407932,0,"0","0","0","0","",
35,407932,422042,"4",35,422042,0,"1","0","0","0","",
36,436492,442203,"1",36,442203,0,"0","0","0","0","",
37,442204,443053,"2",37,443053,0,"0","0","0","0","",
38,443054,443699,"3",38,443699,0,"0","0","0","0","",
39,443700,446182,"4",39,446182,0,"0","0","0","0","",
40,459648,465187,"1",40,465187,0,"1","0","0","0","",
41,465188,465968,"2",41,465968,0,"0","0","0","0","",
42,465969,466343,"3",42,466343,0,"0","0","0","0","",
43,466344,469268,"4",43,469268,0,"0","0","0","0","",
44,482537,487831,"1",44,487831,0,"2","0","0","0","",
45,487832,488613,"2",45,488613,0,"0","0","0","0","",
46,488614,488680,"3",46,488680,0,"0","0","0","0","",
47,488681,491062,"4",47,491062,0,"1","0","0","0","",
