phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,101878,105977,"1",0,105977,0,"0","0","0","0","",
1,105978,107031,"2",1,107031,0,"0","0","0","0","",
2,107032,107439,"3",2,107439,0,"0","0","0","0","",
3,107440,109820,"4",3,109820,0,"0","0","0","0","",
4,120888,126581,"1",4,126581,0,"0","0","0","0","",
5,126582,127295,"2",5,127295,0,"0","0","0","0","",
6,127296,127839,"3",6,127839,0,"0","0","0","0","",
7,127840,129642,"4",7,129642,0,"0","0","0","0","",
8,139607,145757,"1",8,145757,0,"0","0","0","0","",
9,145758,146573,"2",9,146573,0,"0","0","0","0","",
10,146574,147219,"3",10,147219,0,"0","0","0","0","",
11,147220,149362,"4",11,149362,0,"0","0","0","0","",
12,158424,164865,"1",12,164865,0,"2","0","0","0","",
13,164866,165715,"2",13,165715,0,"0","0","0","0","",
14,165716,166667,"3",14,166667,0,"0","0","0","0","",
15,166668,168878,"4",15,168878,0,"0","0","0","0","",
16,179980,186217,"1",16,186217,0,"1","0","0","0","",
17,186218,187067,"2",17,187067,0,"0","0","0","0","",
18,187068,187747,"3",18,187747,0,"0","0","0","0","",
19,187748,190230,"4",19,190230,0,"0","0","0","0","",
20,207174,213723,"1",20,213723,0,"0","0","0","0","",
21,213724,214471,"2",21,214471,0,"0","0","0","0","",
22,214472,215219,"3",22,215219,0,"0","0","0","0","",
23,215220,217872,"4",23,217872,0,"0","0","0","0","",
24,228428,234667,"1",24,234667,0,"0","0","0","0","",
25,234668,235415,"2",25,235415,0,"0","0","0","0","",
26,235416,236129,"3",26,236129,0,"0","0","0","0","",
27,236130,240652,"4",27,240652,0,"0","0","0","0","",
28,252486,258909,"1",28,258909,0,"0","0","0","0","",
29,258910,259725,"2",29,259725,0,"0","0","0","0","",
30,259726,260541,"3",30,260541,0,"0","0","0","0","",
31,260542,263364,"4",31,263364,0,"0","0","0","0","",
32,275445,281519,"1",32,281519,0,"0","0","0","0","",
33,281520,282504,"2",33,282504,0,"0","0","0","0","",
34,282505,283117,"3",34,283117,0,"0","0","0","0","",
35,283118,285226,"4",35,285226,0,"0","0","0","0","",
36,294995,301239,"1",36,301239,0,"1","0","0","0","",
37,301240,302088,"2",37,302088,0,"0","0","0","0","",
38,302089,302735,"3",38,302735,0,"0","0","0","0","",
39,302736,312392,"4",39,312392,0,"1","0","0","0","",
40,325926,332280,"1",40,332280,0,"1","0","0","0","",
41,332281,333403,"2",41,333403,0,"0","0","0","0","",
42,333404,333573,"3",42,333573,0,"0","0","0","0","",
43,333574,337042,"4",43,337042,0,"0","0","0","0","",
44,351151,356659,"1",44,356659,0,"0","0","0","0","",
45,356660,357543,"2",45,357543,0,"0","0","0","0","",
46,357544,358495,"3",46,358495,0,"0","0","0","0","",
47,358496,360706,"4",47,360706,0,"0","0","0","0","",
