phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,93199,98123,"1",0,98123,0,"2","0","0","0","",
1,98124,98905,"2",1,98905,0,"0","0","0","0","",
2,98906,99721,"3",2,99721,0,"0","0","0","0","",
3,99722,101558,"4",3,101558,0,"1","0","0","0","",
4,123124,129131,"1",4,129131,0,"1","1","0","0","",
5,129132,130083,"2",5,130083,0,"0","1","0","0","",
6,130084,130286,"3",6,130286,0,"0","0","0","0","",
7,130287,133518,"4",7,133518,0,"1","2","0","0","",
8,146112,151945,"1",8,151945,0,"1","0","0","0","",
9,151946,152659,"2",9,152659,0,"0","0","0","0","",
10,152660,152931,"3",10,152931,0,"0","0","0","0","",
11,152932,155142,"4",11,155142,0,"0","0","0","0","",
12,170738,176153,"1",12,176153,0,"2","0","0","0","",
13,176154,176935,"2",13,176935,0,"0","0","0","0","",
14,176936,177241,"3",14,177241,0,"0","0","0","0","",
15,177242,179656,"4",15,179656,0,"0","0","0","0","",
16,192126,197709,"1",16,197709,0,"2","0","0","0","",
17,197710,198491,"2",17,198491,0,"0","0","0","0","",
18,198492,199137,"3",18,199137,0,"0","0","0","0","",
19,199138,202130,"4",19,202130,0,"1","0","0","0","",
20,213680,218790,"1",20,218790,0,"2","0","0","0","",
21,218790,219741,"2",21,219741,0,"0","0","0","0","",
22,219742,220115,"3",22,220115,0,"0","0","0","0","",
23,220116,224978,"4",23,224978,0,"1","0","0","0","",
24,239006,244153,"1",24,244153,0,"2","0","0","0","",
25,244154,245037,"2",25,245037,0,"0","0","0","0","",
26,245038,245037,"3",26,245038,0,"0","0","0","0","",
27,245038,247928,"4",27,247928,0,"0","0","0","0","",
28,263163,268463,"1",28,268463,0,"2","0","0","0","",
29,268464,269347,"2",29,269347,0,"0","0","0","0","",
30,269348,269823,"3",30,269823,0,"0","0","0","0","",
31,269824,273972,"4",31,273972,0,"0","1","0","0","",
32,287988,293317,"1",32,293317,0,"2","0","0","0","",
33,293318,294439,"2",33,294439,0,"0","0","0","0","",
34,294440,294880,"3",34,294880,0,"0","0","0","0","",
35,294881,298010,"4",35,298010,0,"1","0","0","0","",
36,310944,316267,"1",36,316267,0,"2","0","0","0","",
37,316268,317083,"2",37,317083,0,"0","0","0","0","",
38,317084,317355,"3",38,317355,0,"0","0","0","0","",
39,317356,323272,"4",39,323272,0,"2","1","0","0","",
40,339340,344079,"1",40,344079,0,"1","0","0","0","",
41,344080,344963,"2",41,344963,0,"0","0","0","0","",
42,344964,345064,"3",42,345064,0,"0","0","0","0","",
43,345065,345098,"4",43,348908,0,"1","0","0","0","",
44,365617,370735,"1",44,370735,0,"2","0","0","0","",
45,370736,371415,"2",45,371415,0,"0","0","0","0","",
46,371416,371925,"3",46,371925,0,"0","0","0","0","",
47,371926,373592,"4",47,373592,0,"0","0","0","0","",
