phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,107906,112573,"1",0,112573,0,"1","0","0","0","",
1,112574,113355,"2",1,113355,0,"0","0","0","0","",
2,113356,114137,"3",2,114137,0,"0","0","0","0","",
3,114138,118660,"4",3,118660,0,"0","0","0","0","",
4,132764,137937,"1",4,137937,0,"2","0","0","0","",
5,137938,138651,"2",5,138651,0,"0","0","0","0","",
6,138652,139025,"3",6,139025,0,"0","0","0","0","",
7,139026,150246,"4",7,150246,0,"2","2","0","0","",
8,167164,172107,"1",8,172107,0,"2","0","0","0","",
9,172108,172821,"2",9,172821,0,"1","0","0","0","",
10,172822,173365,"3",10,173365,0,"0","0","0","0","",
11,173366,175916,"4",11,175916,0,"0","0","0","0","",
12,191423,196213,"1",12,196213,0,"2","0","0","0","",
13,196214,197063,"2",13,197063,0,"1","0","0","0","",
14,197064,197607,"3",14,197607,0,"0","0","0","0","",
15,197608,200906,"4",15,200906,0,"1","0","0","0","",
16,214679,219537,"1",16,219537,0,"1","0","0","0","",
17,219538,220217,"2",17,220217,0,"0","0","0","0","",
18,220218,221033,"3",18,221033,0,"0","1","0","0","",
19,221034,223618,"4",19,223618,0,"0","0","0","0","",
20,235667,240958,"1",20,240958,0,"1","0","0","0","",
21,240958,241842,"2",21,241842,0,"0","0","0","0","",
22,241842,241842,"3",22,241842,0,"0","0","0","0","",
23,242352,244358,"4",23,244358,0,"0","0","0","0","",
24,257288,262717,"1",24,262717,0,"0","0","0","0","",
25,262718,263703,"2",25,263703,0,"0","0","0","0","",
26,263704,264010,"3",26,264010,0,"0","0","0","0","",
27,264010,267852,"4",27,267852,0,"0","0","0","0","",
28,281345,287027,"1",28,287027,0,"1","0","0","0","",
29,287028,287741,"2",29,287741,0,"0","0","0","0","",
30,287742,289984,"3",30,289984,0,"0","0","0","0","",
31,289985,290768,"4",31,290768,0,"0","0","0","0","",
32,304401,309875,"1",32,309875,0,"0","0","0","0","",
33,309876,310656,"2",33,310656,0,"0","0","0","0","",
34,310657,311405,"3",34,311405,0,"0","0","0","0","",
35,311406,312732,"4",35,312732,0,"0","0","0","0","",
36,333832,338877,"1",36,338877,0,"1","0","0","0","",
37,338878,339659,"2",37,339659,0,"0","0","0","0","",
38,339660,339896,"3",38,339896,0,"0","0","0","0","",
39,339897,342856,"4",39,342856,0,"1","0","0","0","",
40,363528,368899,"1",40,368899,0,"1","0","0","0","",
41,368900,369680,"2",41,369680,0,"0","0","0","0","",
42,369681,370429,"3",42,370429,0,"0","0","0","0","",
43,370430,373524,"4",43,373524,0,"1","0","0","0","",
44,390636,395759,"1",44,395759,0,"0","0","0","0","",
45,395760,396643,"2",45,396643,0,"0","0","0","0","",
46,396644,397051,"3",46,397051,0,"0","0","0","0","",
47,397052,401574,"4",47,401574,0,"1","0","0","0","",
