phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude?,reference.reason_exclude,
0,69209,73337,"1",0,73337,0,"2","","",
1,73338,74017,"2",1,74017,0,"0","","",
2,74018,74663,"3",2,74663,0,"0","","",
3,74664,75990,"4",3,75990,0,"0","","",
4,88395,93431,"1",4,93431,0,"1","","",
5,93432,94451,"2",5,94451,0,"1","","",
6,94452,96525,"3",6,96525,0,"0","","",
7,96526,97240,"4",7,97240,0,"0","","",
8,109617,113865,"1",8,113865,0,"1","","",
9,113866,114647,"2",9,114647,0,"0","","",
10,114648,115123,"3",10,115123,0,"0","","",
11,115124,116824,"4",11,116824,0,"0","","",
12,128068,132973,"1",12,132973,0,"1","","",
13,132974,134061,"2",13,134061,0,"0","","",
14,134062,134809,"3",14,134809,0,"0","","",
15,134810,136374,"4",15,136374,0,"0","","",
16,149956,153985,"1",,,,,,,
17,153986,154767,"2",,,,,,,
18,154768,155073,"3",,,,,,,
19,155074,156604,"4",,,,,,,
20,168742,173773,"1",,,,,,,
21,173774,174691,"2",,,,,,,
22,174692,174997,"3",,,,,,,
23,174998,176426,"4",,,,,,,
24,188896,193255,"1",,,,,,,
25,193256,194037,"2",,,,,,,
26,194038,194513,"3",,,,,,,
27,194514,196588,"4",,,,,,,
28,210851,215661,"1",,,,,,,
29,215662,216953,"2",,,,,,,
30,216954,219843,"3",,,,,,,
31,219844,221102,"4",,,,,,,
32,233006,237217,"1",,,,,,,
33,237218,238067,"2",,,,,,,
34,238068,238373,"3",,,,,,,
35,238374,239938,"4",,,,,,,
36,250491,254625,"1",,,,,,,
37,254626,255441,"2",,,,,,,
38,255442,255713,"3",,,,,,,
39,255714,257006,"4",,,,,,,
40,268208,272543,"1",,,,,,,
41,272544,273155,"2",,,,,,,
42,273156,274413,"3",,,,,,,
43,274414,275264,"4",,,,,,,
44,289363,294200,"1",,,,,,,
45,294201,295391,"2",,,,,,,
46,295392,295459,"3",,,,,,,
47,295460,297874,"4",,,,,,,
