phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude?,reference.reason_exclude,
0,57224,63341,"1",0,63341,0,"0","","",
1,63342,64088,"2",1,64088,0,"0","","",
2,64089,66911,"3",2,66911,0,"0","","",
3,66912,68272,"4",3,68272,0,"0","","",
4,78930,86495,"1",4,86495,0,"1","","",
5,86496,87413,"2",5,87413,0,"0","","",
6,87414,91017,"3",6,91017,0,"0","","",
7,91018,93126,"4",7,93126,0,"0","","",
8,103604,110057,"1",8,110057,0,"1","","",
9,110058,110771,"2",9,110771,0,"0","","",
10,110772,113967,"3",10,113967,0,"0","","",
11,113968,115328,"4",11,115328,0,"0","","",
12,127795,136441,"1",12,136441,0,"1","","",
13,136442,137359,"2",13,137359,0,"0","","",
14,137360,142221,"3",14,142221,0,"0","","",
15,142222,145724,"4",15,145724,0,"1","","",
16,155956,162349,"1",,,,,,,
17,162350,163097,"2",,,,,,,
18,163098,166259,"3",,,,,,,
19,166260,168538,"4",,,,,,,
20,177644,184551,"1",,,,,,,
21,184552,185435,"2",,,,,,,
22,185436,188529,"3",,,,,,,
23,188530,212111,"4",,,,,,,
24,212112,219197,"1",,,,,,,
25,219198,220013,"2",,,,,,,
26,220014,220489,"3",,,,,,,
27,220490,224910,"4",,,,,,,
28,234000,240889,"1",,,,,,,
29,240890,241603,"2",,,,,,,
30,241604,243507,"3",,,,,,,
31,243508,252654,"4",,,,,,,
32,265432,271271,"1",,,,,,,
33,271272,272611,"2",,,,,,,
34,272612,272815,"3",,,,,,,
35,272816,286960,"4",,,,,,,
36,295361,303517,"1",,,,,,,
37,303518,304304,"2",,,,,,,
38,304305,305184,"3",,,,,,,
39,305184,308176,"4",,,,,,,
40,318819,325616,"1",,,,,,,
41,325617,326263,"2",,,,,,,
42,326264,327045,"3",,,,,,,
43,327046,332860,"4",,,,,,,
44,343841,351967,"1",,,,,,,
45,351968,352816,"2",,,,,,,
46,352817,353904,"3",,,,,,,
47,353905,369961,"4",,,,,,,
