phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude?,reference.reason_exclude,
0,47482,52427,"1",0,52427,0,"2","","",
1,52428,53175,"2",1,53175,0,"0","","",
2,53176,53345,"3",2,53345,0,"0","","",
3,53346,55284,"4",3,55284,0,"0","","",
4,63532,69189,"1",4,69189,0,"3","","",
5,69190,69971,"2",5,69971,0,"0","","",
6,69972,70311,"3",6,70311,0,"0","","",
7,70312,73315,"4",7,73315,0,"1","","",
8,81750,86427,"1",8,86427,0,"2","","",
9,86428,87209,"2",9,87209,0,"0","","",
10,87210,87243,"3",10,87243,0,"0","","",
11,87244,90916,"4",11,90916,0,"0","","",
12,99734,105365,"1",12,105365,0,"3","","",
13,105366,106045,"2",13,106045,0,"0","","",
14,106046,106419,"3",14,106419,0,"0","","",
15,106420,113526,"4",15,113526,0,"2","","",
16,126128,131171,"1",,,,,,,
17,131172,131851,"2",,,,,,,
18,131852,131919,"3",,,,,,,
19,131920,137777,"4",,,,,,,
20,147015,152285,"1",,,,,,,
21,152286,153033,"2",,,,,,,
22,153034,153441,"3",,,,,,,
23,153442,157590,"4",,,,,,,
24,168570,173909,"1",,,,,,,
25,173910,174657,"2",,,,,,,
26,174658,174793,"3",,,,,,,
27,174794,178296,"4",,,,,,,
28,187188,193119,"1",,,,,,,
29,193120,193969,"2",,,,,,,
30,193970,194207,"3",,,,,,,
31,194208,201994,"4",,,,,,,
32,213582,218585,"1",,,,,,,
33,218586,219299,"2",,,,,,,
34,219300,219333,"3",,,,,,,
35,219334,224842,"4",,,,,,,
36,233200,238237,"1",,,,,,,
37,238238,239019,"2",,,,,,,
38,239020,239257,"3",,,,,,,
39,239258,242481,"4",,,,,,,
40,254588,259995,"1",,,,,,,
41,259996,260813,"2",,,,,,,
42,260814,260879,"3",,,,,,,
43,260880,267410,"4",,,,,,,
44,276645,282096,"1",,,,,,,
45,282097,282816,"2",,,,,,,
46,282817,282879,"3",,,,,,,
47,282880,288456,"4",,,,,,,
