phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude?,reference.reason_exclude,
0,45693,50999,"1",0,50999,0,"1","0","",
1,51000,51747,"2",1,51747,0,"0","0","",
2,51748,51985,"3",2,51985,0,"0","0","",
3,51986,56644,"4",3,56644,0,"1","0","",
4,63477,68951,"1",4,68951,0,"0","0","",
5,68952,69665,"2",5,69665,0,"0","0","",
6,69666,69903,"3",6,69903,0,"0","0","",
7,69904,75378,"4",7,75378,0,"1","0","",
8,86200,91391,"1",8,91391,0,"3","0","",
9,91392,91935,"2",9,91935,0,"0","0","",
10,91936,92207,"3",10,92207,0,"0","0","",
11,92238,94622,"4",11,94622,0,"0","0","",
12,102383,107745,"1",12,107745,0,"2","0","",
13,107746,108527,"2",13,108527,0,"0","0","",
14,108528,108765,"3",14,108765,0,"0","0","",
15,108766,111690,"4",15,108766,0,"1","0","",
16,121302,126241,"1",,,,,,,
17,126242,127023,"2",,,,,,,
18,127024,127431,"3",,,,,,,
19,127432,129472,"4",,,,,,,
20,136408,141065,"1",,,,,,,
21,141066,141813,"2",,,,,,,
22,141814,143309,"3",,,,,,,
23,143310,144772,"4",,,,,,,
24,155068,160411,"1",,,,,,,
25,160412,160955,"2",,,,,,,
26,160956,161227,"3",,,,,,,
27,161228,163472,"4",,,,,,,
28,171719,176697,"1",,,,,,,
29,176698,177513,"2",,,,,,,
30,177514,177615,"3",,,,,,,
31,177616,181594,"4",,,,,,,
32,191372,196213,"1",,,,,,,
33,196214,196825,"2",,,,,,,
34,196826,197505,"3",,,,,,,
35,197506,201008,"4",,,,,,,
36,209856,214879,"1",,,,,,,
37,214880,216035,"2",,,,,,,
38,216036,216036,"3",,,,,,,
39,216036,216097,"4",,,,,,,
40,234415,239427,"1",,,,,,,
41,239428,240107,"2",,,,,,,
42,240108,240311,"3",,,,,,,
43,240312,244970,"4",,,,,,,
44,254068,258909,"1",,,,,,,
45,258910,259690,"2",,,,,,,
46,259691,259690,"3",,,,,,,
47,259691,265472,"4",,,,,,,
