phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,100179,106385,"1",0,106385,0,"1","","","","",
1,106386,107337,"2",1,107337,0,"0","","","","",
2,107338,107686,"3",2,107686,0,"0","","","","",
3,107687,110058,"4",3,109650,0,"0","","","","",
4,120266,126071,"1",4,126071,0,"1","","","","",
5,126072,126989,"2",5,126989,0,"0","","","","",
6,126990,127125,"3",6,127125,0,"0","","","","",
7,127126,129608,"4",7,129608,0,"0","","","","",
8,139384,145553,"1",8,145553,0,"0","","","","",
9,145554,146437,"2",9,145554,0,"0","","","","",
10,146438,148171,"3",10,148171,0,"0","","","","",
11,148172,149600,"4",11,149600,0,"0","","","","",
12,159304,164899,"1",12,164899,0,"1","","","","",
13,164900,165749,"2",13,165749,0,"0","","","","",
14,165750,165851,"3",14,165851,0,"0","","","","",
15,165852,167654,"4",15,167654,0,"0","","","","",
16,177441,185435,"1",,,,,,,,,
17,185436,186251,"2",,,,,,,,,
18,186252,186659,"3",,,,,,,,,
19,186660,189210,"4",,,,,,,,,
20,199648,205903,"1",,,,,,,,,
21,205904,206685,"2",,,,,,,,,
22,206686,207059,"3",,,,,,,,,
23,207060,209440,"4",,,,,,,,,
24,222535,228615,"1",,,,,,,,,
25,228616,229669,"2",,,,,,,,,
26,229670,230077,"3",,,,,,,,,
27,230078,232220,"4",,,,,,,,,
28,242255,248879,"1",,,,,,,,,
29,248880,249865,"2",,,,,,,,,
30,249866,250069,"3",,,,,,,,,
31,250070,252620,"4",,,,,,,,,
32,267313,273120,"1",,,,,,,,,
33,273121,274141,"2",,,,,,,,,
34,274142,274719,"3",,,,,,,,,
35,274720,276318,"4",,,,,,,,,
36,288134,294167,"1",,,,,,,,,
37,294168,295051,"2",,,,,,,,,
38,295052,295731,"3",,,,,,,,,
39,295732,298282,"4",,,,,,,,,
40,310388,315587,"1",,,,,,,,,
41,315588,316471,"2",,,,,,,,,
42,316472,316879,"3",,,,,,,,,
43,316880,319498,"4",,,,,,,,,
44,333479,338400,"1",,,,,,,,,
45,338401,339149,"2",,,,,,,,,
46,339150,339624,"3",,,,,,,,,
47,339625,341394,"4",,,,,,,,,
