phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,148390,153883,"1",0,153883,0,"1","0","","","",
1,153884,154869,"2",1,154869,0,"0","0","","","",
2,154870,157215,"3",2,157215,0,"1","0","","","",
3,157216,186728,"4",3,157215,0,"10","4","","","",
4,200275,205903,"1",4,186728,0,"1","1","","","",
5,205904,206719,"2",5,206719,0,"0","0","","","",
6,206720,209031,"3",6,209031,0,"0","0","","","",
7,209032,210630,"4",7,210630,0,"1","0","","","",
8,224066,230315,"1",8,230315,0,"2","0","","","",
9,230316,231131,"2",9,231131,0,"0","0","","","",
10,231132,233035,"3",10,233035,0,"0","0","","","",
11,233036,233512,"4",11,233512,0,"0","0","","","",
12,248323,254149,"1",12,254149,0,"1","0","","","",
13,254150,255101,"2",13,255101,0,"0","0","","","",
14,255102,257345,"3",14,257345,0,"0","0","","","",
15,257346,258196,"4",15,258196,0,"0","0","","","",
16,272414,278459,"1",,,,,,,,,
17,278460,279547,"2",,,,,,,,,
18,279548,281315,"3",,,,,,,,,
19,281316,281792,"4",,,,,,,,,
20,297272,304128,"1",,,,,,,,,
21,304129,304877,"2",,,,,,,,,
22,304878,306984,"3",,,,,,,,,
23,306985,309706,"4",,,,,,,,,
24,324900,330819,"1",,,,,,,,,
25,330820,331499,"2",,,,,,,,,
26,331500,333607,"3",,,,,,,,,
27,333608,334628,"4",,,,,,,,,
28,351827,357304,"1",,,,,,,,,
29,357305,357951,"2",,,,,,,,,
30,357952,359515,"3",,,,,,,,,
31,359516,359924,"4",,,,,,,,,
32,376284,382056,"1",,,,,,,,,
33,382057,382907,"2",,,,,,,,,
34,382908,384947,"3",,,,,,,,,
35,384948,386172,"4",,,,,,,,,
36,404379,409767,"1",,,,,,,,,
37,409768,410616,"2",,,,,,,,,
38,410617,412792,"3",,,,,,,,,
39,412793,413304,"4",,,,,,,,,
40,431130,436389,"1",,,,,,,,,
41,436390,437136,"2",,,,,,,,,
42,437137,444515,"3",,,,,,,,,
43,444516,447168,"4",,,,,,,,,
44,465473,471272,"1",,,,,,,,,
45,471273,472055,"2",,,,,,,,,
46,472056,474843,"3",,,,,,,,,
47,474844,475728,"4",,,,,,,,,
