phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,96677,101455,"1",0,101455,0,"0","","","","",
1,101456,102237,"2",1,102237,0,"0","","","","",
2,102238,105195,"3",2,105195,0,"0","","","","",
3,105196,106556,"4",3,106556,0,"0","","","","",
4,120155,124473,"1",4,124473,0,"1","","","","",
5,124474,125459,"2",5,125459,0,"0","","","","",
6,125460,126139,"3",6,126139,0,"0","","","","",
7,126140,128928,"4",7,128928,0,"0","","","","",
8,140275,145315,"1",8,145315,0,"1","","","","",
9,145316,146199,"2",9,146199,0,"0","","","","",
10,146200,146641,"3",10,146200,0,"0","","","","",
11,146642,149328,"4",11,149328,0,"0","","","","",
12,161563,166599,"1",12,166599,0,"0","","","","",
13,166600,167551,"2",13,167551,0,"0","","","","",
14,167552,168095,"3",14,168095,0,"0","","","","",
15,168096,178296,"4",15,178296,0,"1","","","","",
16,190124,195159,"1",,,,,,,,,
17,195160,196043,"2",,,,,,,,,
18,196044,196893,"3",,,,,,,,,
19,196926,202130,"4",,,,,,,,,
20,214316,219673,"1",,,,,,,,,
21,219674,220557,"2",,,,,,,,,
22,220558,220761,"3",,,,,,,,,
23,220762,223482,"4",,,,,,,,,
24,234468,239631,"1",,,,,,,,,
25,239632,240583,"2",,,,,,,,,
26,240584,240957,"3",,,,,,,,,
27,240958,267138,"4",,,,,,,,,
28,279713,285259,"1",,,,,,,,,
29,285260,286211,"2",,,,,,,,,
30,286212,286245,"3",,,,,,,,,
31,286246,297432,"4",,,,,,,,,
32,322324,327725,"1",,,,,,,,,
33,327726,328813,"2",,,,,,,,,
34,328814,329085,"3",,,,,,,,,
35,329086,337790,"4",,,,,,,,,
36,349817,354823,"1",,,,,,,,,
37,354824,355843,"2",,,,,,,,,
38,355844,356013,"3",,,,,,,,,
39,356014,359516,"4",,,,,,,,,
40,372607,378045,"1",,,,,,,,,
41,378046,379099,"2",,,,,,,,,
42,379100,379269,"3",,,,,,,,,
43,379270,412522,"4",,,,,,,,,
44,429264,434587,"1",,,,,,,,,
45,434588,435776,"2",,,,,,,,,
46,435777,435776,"3",,,,,,,,,
47,435777,438940,"4",,,,,,,,,
