phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,88206,92377,"1",0,92377,0,"2","0","","","",
1,92377,93873,"2",1,93873,0,"1","0","","","",
2,93874,94077,"3",2,94077,0,"0","0","","","",
3,94078,96356,"4",3,96356,0,"0","0","","","",
4,110128,115055,"1",4,115055,0,"2","0","","","",
5,115056,116891,"2",5,116891,0,"0","0","","","",
6,116892,116891,"3",6,116892,0,"0","0","","","",
7,116892,120870,"4",7,120870,0,"0","0","","","",
8,137588,142561,"1",8,142561,0,"1","0","","","",
9,142562,143785,"2",9,143785,0,"0","0","","","",
10,143786,144397,"3",10,144397,0,"0","0","","","",
11,144398,146268,"4",11,146268,0,"0","0","","","",
12,160244,165103,"1",12,165103,0,"1","0","","","",
13,165104,166225,"2",13,166225,0,"0","0","","","",
14,166226,166463,"3",14,166463,0,"0","0","","","",
15,166464,169286,"4",15,169286,0,"0","0","","","",
16,187972,193222,"1",,,,,,,,,
17,193222,194139,"2",,,,,,,,,
18,194140,194139,"3",,,,,,,,,
19,194140,200668,"4",,,,,,,,,
20,211596,217293,"1",,,,,,,,,
21,217294,218041,"2",,,,,,,,,
22,218042,218211,"3",,,,,,,,,
23,218212,221272,"4",,,,,,,,,
24,231448,236877,"1",,,,,,,,,
25,236878,237693,"2",,,,,,,,,
26,237694,238339,"3",,,,,,,,,
27,238340,242080,"4",,,,,,,,,
28,254372,259215,"1",,,,,,,,,
29,259216,260337,"2",,,,,,,,,
30,260338,260711,"3",,,,,,,,,
31,260712,263568,"4",,,,,,,,,
32,285003,289883,"1",,,,,,,,,
33,289884,291311,"2",,,,,,,,,
34,291312,292296,"3",,,,,,,,,
35,292297,294780,"4",,,,,,,,,
36,305957,311133,"1",,,,,,,,,
37,311134,312051,"2",,,,,,,,,
38,312052,312663,"3",,,,,,,,,
39,312664,318002,"4",,,,,,,,,
40,328913,333199,"1",,,,,,,,,
41,333200,334287,"2",,,,,,,,,
42,334288,334287,"3",,,,,,,,,
43,334288,337790,"4",,,,,,,,,
44,349467,353803,"1",,,,,,,,,
45,353804,354720,"2",,,,,,,,,
46,354721,354755,"3",,,,,,,,,
47,354756,359856,"4",,,,,,,,,
