phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,68433,72317,"1",0,72317,0,"0","","","","",
1,72318,73065,"2",1,73065,0,"0","","","","",
2,73066,73439,"3",2,73439,0,"0","","","","",
3,73440,76568,"4",3,76568,0,"1","","","","",
4,86365,90269,"1",4,90269,0,"2","","","","",
5,90270,91153,"2",5,91153,0,"0","","","","",
6,91154,91391,"3",6,91391,0,"0","","","","",
7,91392,94452,"4",7,94452,0,"0","","","","",
8,103883,108392,"1",8,108392,0,"1","","","","",
9,108392,109241,"2",9,109241,0,"0","","","","",
10,109242,109547,"3",10,109547,0,"0","","","","",
11,109548,112574,"4",11,112574,0,"1","","","","",
12,123169,127159,"1",12,127159,0,"1","","","","",
13,127160,127941,"2",13,127941,0,"0","","","","",
14,127942,128077,"3",14,128077,0,"0","","","","",
15,128078,130934,"4",15,130934,0,"0","","","","",
16,141654,146029,"1",,,,,,,,,
17,146030,146811,"2",,,,,,,,,
18,146812,147185,"3",,,,,,,,,
19,147186,149906,"4",,,,,,,,,
20,159204,163743,"1",,,,,,,,,
21,163744,164559,"2",,,,,,,,,
22,164560,164695,"3",,,,,,,,,
23,164696,167654,"4",,,,,,,,,
24,179559,184381,"1",,,,,,,,,
25,184382,185163,"2",,,,,,,,,
26,185164,185537,"3",,,,,,,,,
27,185538,189516,"4",,,,,,,,,
28,200046,204509,"1",,,,,,,,,
29,204510,205291,"2",,,,,,,,,
30,205292,205903,"3",,,,,,,,,
31,205904,208522,"4",,,,,,,,,
32,220566,225215,"1",,,,,,,,,
33,225216,226167,"2",,,,,,,,,
34,226168,226371,"3",,,,,,,,,
35,226372,229670,"4",,,,,,,,,
36,240286,244697,"1",,,,,,,,,
37,244698,245649,"2",,,,,,,,,
38,245650,246057,"3",,,,,,,,,
39,246058,249832,"4",,,,,,,,,
40,260640,265097,"1",,,,,,,,,
41,265098,266015,"2",,,,,,,,,
42,266016,266219,"3",,,,,,,,,
43,266220,269416,"4",,,,,,,,,
44,281694,286245,"1",,,,,,,,,
45,286246,287061,"2",,,,,,,,,
46,287062,287571,"3",,,,,,,,,
47,287572,291686,"4",,,,,,,,,
