phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,103788,109173,"1",0,109173,0,"3","0","","","",
1,109174,110023,"2",1,110023,0,"0","0","","","",
2,110024,111927,"3",2,111927,0,"0","0","","","",
3,111928,113526,"4",3,113526,0,"0","0","","","",
4,123791,129062,"1",4,129062,0,"2","0","","","",
5,129063,130083,"2",5,130083,0,"0","0","","","",
6,130084,130797,"3",6,130797,0,"0","0","","","",
7,130798,137122,"4",7,137122,0,"1","0","","","",
8,148382,156093,"1",8,156093,0,"4","0","","","",
9,156094,156977,"2",9,156977,0,"0","0","","","",
10,156978,157555,"3",10,157555,0,"0","0","","","",
11,157556,160140,"4",11,160140,0,"0","0","","","",
12,175276,180811,"1",12,180811,0,"3","0","","","",
13,180812,181695,"2",13,181695,0,"0","0","","","",
14,181696,182069,"3",14,182069,0,"0","0","","","",
15,182070,194888,"4",15,194888,0,"2","0","","","",
16,209976,215321,"1",,,,,,,,,
17,215322,216239,"2",,,,,,,,,
18,216240,216783,"3",,,,,,,,,
19,216784,219572,"4",,,,,,,,,
20,235736,242555,"1",,,,,,,,,
21,242556,243609,"2",,,,,,,,,
22,243610,244629,"3",,,,,,,,,
23,244630,250546,"4",,,,,,,,,
24,261462,268531,"1",,,,,,,,,
25,268532,269653,"2",,,,,,,,,
26,269654,269992,"3",,,,,,,,,
27,269993,281044,"4",,,,,,,,,
28,295062,301952,"1",,,,,,,,,
29,301953,302837,"2",,,,,,,,,
30,302838,303483,"3",,,,,,,,,
31,303484,306374,"4",,,,,,,,,
32,317151,323509,"1",,,,,,,,,
33,323510,324495,"2",,,,,,,,,
34,324496,325005,"3",,,,,,,,,
35,325006,327998,"4",,,,,,,,,
36,342199,347920,"1",,,,,,,,,
37,347921,349008,"2",,,,,,,,,
38,349009,350437,"3",,,,,,,,,
39,350438,351730,"4",,,,,,,,,
40,364531,370565,"1",,,,,,,,,
41,370566,371381,"2",,,,,,,,,
42,371382,375359,"3",,,,,,,,,
43,375360,376720,"4",,,,,,,,,
44,402069,408883,"1",,,,,,,,,
45,408884,410072,"2",,,,,,,,,
46,410073,410480,"3",,,,,,,,,
47,410481,416228,"4",,,,,,,,,
