phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,89087,94043,"1",0,89087,0,"1","","","","",
1,94044,94893,"2",1,94893,0,"0","","","","",
2,94894,95641,"3",2,95030,0,"1","","","","",
3,95642,105949,"4",3,105949,0,"2","","","","",
4,118820,126241,"1",4,126241,0,"1","","","","",
5,126242,127057,"2",5,127057,0,"0","","","","",
6,127058,127907,"3",6,127907,0,"0","","","","",
7,127908,132260,"4",7,132260,0,"2","","","","",
8,148850,154155,"1",8,149736,0,"1","","","","",
9,154156,154937,"2",9,154937,0,"0","","","","",
10,154938,155685,"3",10,155685,0,"0","","","","",
11,155686,157182,"4",11,157182,0,"0","","","","",
12,168193,173875,"1",12,173875,0,"2","","","","",
13,173876,174691,"2",13,174691,0,"0","","","","",
14,174692,175473,"3",14,175473,0,"0","","","","",
15,175474,194820,"4",15,194820,0,"5","","","","",
16,205874,211037,"1",,,,,,,,,
17,211038,211887,"2",,,,,,,,,
18,211888,212941,"3",,,,,,,,,
19,212942,216512,"4",,,,,,,,,
20,226460,232729,"1",,,,,,,,,
21,232730,233511,"2",,,,,,,,,
22,233512,235959,"3",,,,,,,,,
23,235960,237354,"4",,,,,,,,,
24,249584,254761,"1",,,,,,,,,
25,254762,255577,"2",,,,,,,,,
26,255578,256291,"3",,,,,,,,,
27,256292,267478,"4",,,,,,,,,
28,278345,284171,"1",,,,,,,,,
29,284172,284885,"2",,,,,,,,,
30,284886,285360,"3",,,,,,,,,
31,285361,295358,"4",,,,,,,,,
32,310478,315416,"1",,,,,,,,,
33,315417,316335,"2",,,,,,,,,
34,316336,317627,"3",,,,,,,,,
35,317628,324666,"4",,,,,,,,,
36,334336,339421,"1",,,,,,,,,
37,339422,340203,"2",,,,,,,,,
38,340204,341120,"3",,,,,,,,,
39,341121,346630,"4",,,,,,,,,
40,361763,366927,"1",,,,,,,,,
41,366928,367811,"2",,,,,,,,,
42,367812,368320,"3",,,,,,,,,
43,368321,379338,"4",,,,,,,,,
44,392327,398648,"1",,,,,,,,,
45,398649,399397,"2",,,,,,,,,
46,399398,400008,"3",,,,,,,,,
47,400009,402288,"4",,,,,,,,,
