phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,71195,75377,"1",0,75377,0,"1","","","","",
1,75378,76227,"2",1,76227,0,"0","","","","",
2,76228,76805,"3",2,76805,0,"0","","","","",
3,76806,78404,"4",3,78404,0,"0","","","","",
4,87532,92105,"1",4,92105,0,"2","","","","",
5,92106,92887,"2",5,92887,0,"0","","","","",
6,92888,92887,"3",6,92888,0,"0","","","","",
7,92888,95540,"4",7,95540,0,"0","","","","",
8,105032,109343,"1",8,109343,0,"2","","","","",
9,109344,110159,"2",9,110159,0,"0","","","","",
10,110160,110873,"3",10,110873,0,"0","","","","",
11,110874,112472,"4",11,112472,0,"0","","","","",
12,122850,127431,"1",12,127431,0,"1","","","","",
13,127432,128349,"2",13,128349,0,"0","","","","",
14,128350,128620,"3",14,128620,0,"0","","","","",
15,128621,130492,"4",15,130492,0,"0","","","","",
16,139767,144703,"1",,,,,,,,,
17,144704,145519,"2",,,,,,,,,
18,145520,145791,"3",,,,,,,,,
19,145792,147832,"4",,,,,,,,,
20,157518,162587,"1",,,,,,,,,
21,162588,163369,"2",,,,,,,,,
22,163370,163641,"3",,,,,,,,,
23,163642,166804,"4",,,,,,,,,
24,179006,183803,"1",,,,,,,,,
25,183804,184619,"2",,,,,,,,,
26,184620,184891,"3",,,,,,,,,
27,184892,186762,"4",,,,,,,,,
28,197624,202503,"1",,,,,,,,,
29,202504,203285,"2",,,,,,,,,
30,203286,203489,"3",,,,,,,,,
31,203490,206108,"4",,,,,,,,,
32,216810,221271,"1",,,,,,,,,
33,221272,222155,"2",,,,,,,,,
34,222156,222597,"3",,,,,,,,,
35,222598,224434,"4",,,,,,,,,
36,237498,242589,"1",,,,,,,,,
37,242590,243677,"2",,,,,,,,,
38,243678,244085,"3",,,,,,,,,
39,244086,246364,"4",,,,,,,,,
40,261922,266389,"1",,,,,,,,,
41,266390,267205,"2",,,,,,,,,
42,267206,267681,"3",,,,,,,,,
43,267682,269688,"4",,,,,,,,,
44,279740,283695,"1",,,,,,,,,
45,283696,284579,"2",,,,,,,,,
46,284580,285632,"3",,,,,,,,,
47,285633,287504,"4",,,,,,,,,
