phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,66323,70549,"1",0,70549,0,"2","","","","",
1,70550,71229,"2",1,71229,0,"0","","","","",
2,71230,71263,"3",2,71263,0,"0","","","","",
3,71264,73474,"4",3,73474,0,"0","","","","",
4,81739,86155,"1",4,86155,0,"1","","","","",
5,86156,86835,"2",5,86156,0,"1","","","","",
6,86836,87005,"3",6,87005,0,"0","","","","",
7,87006,89250,"4",7,89250,0,"0","","","","",
8,98556,102816,"1",8,102816,0,"1","","","","",
9,102816,103461,"2",9,103461,0,"0","","","","",
10,103462,103461,"3",10,103462,0,"0","","","","",
11,103462,106046,"4",11,106046,0,"1","","","","",
12,115473,119781,"1",12,119781,0,"2","","","","",
13,119782,120529,"2",13,120529,0,"1","","","","",
14,120530,120767,"3",14,120767,0,"0","","","","",
15,120768,123284,"4",15,123284,0,"1","","","","",
16,131523,135829,"1",,,,,,,,,
17,135830,136509,"2",,,,,,,,,
18,136510,136849,"3",,,,,,,,,
19,136850,139128,"4",,,,,,,,,
20,148072,152795,"1",,,,,,,,,
21,152796,153509,"2",,,,,,,,,
22,153510,153577,"3",,,,,,,,,
23,153578,156128,"4",,,,,,,,,
24,165423,169965,"1",,,,,,,,,
25,169966,170679,"2",,,,,,,,,
26,170680,171189,"3",,,,,,,,,
27,171190,173026,"4",,,,,,,,,
28,183208,187781,"1",,,,,,,,,
29,187782,188563,"2",,,,,,,,,
30,188564,189379,"3",,,,,,,,,
31,189379,191386,"4",,,,,,,,,
32,200959,205189,"1",,,,,,,,,
33,205190,205972,"2",,,,,,,,,
34,205972,206073,"3",,,,,,,,,
35,206074,208556,"4",,,,,,,,,
36,218876,223515,"1",,,,,,,,,
37,223516,224705,"2",,,,,,,,,
38,224706,224909,"3",,,,,,,,,
39,224910,228922,"4",,,,,,,,,
40,240864,245071,"1",,,,,,,,,
41,245072,245785,"2",,,,,,,,,
42,245786,246125,"3",,,,,,,,,
43,246126,249050,"4",,,,,,,,,
44,259183,263227,"1",,,,,,,,,
45,263228,263941,"2",,,,,,,,,
46,263942,263941,"3",,,,,,,,,
47,263942,266798,"4",,,,,,,,,
