phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,98180,105637,"1",0,105637,0,"1","0","","","",
1,105638,106521,"2",1,106521,0,"0","0","","","",
2,106522,108289,"3",2,108289,0,"0","0","","","",
3,108290,130866,"4",3,130866,0,"6","0","","","",
4,144472,150279,"1",4,150279,0,"1","0","","","",
5,150280,151231,"2",5,151231,0,"0","0","","","",
6,151232,151503,"3",6,151503,0,"0","0","","","",
7,151504,156774,"4",7,156774,0,"1","1","","","",
8,167026,173807,"1",8,173807,0,"1","0","","","",
9,173808,174521,"2",9,174521,0,"0","0","","","",
10,174522,174929,"3",10,174929,0,"0","0","","","",
11,174930,178330,"4",11,178330,0,"1","0","","","",
12,188480,193663,"1",12,190162,0,"2","0","","","",
13,193664,194411,"2",13,194411,0,"0","0","","","",
14,194412,195261,"3",14,195261,0,"0","0","","","",
15,195262,203456,"4",15,203456,0,"1","0","","","",
16,215074,220761,"1",,,,,,,,,
17,220762,221543,"2",,,,,,,,,
18,221544,222665,"3",,,,,,,,,
19,222666,227290,"4",,,,,,,,,
20,238264,244561,"1",,,,,,,,,
21,244562,245479,"2",,,,,,,,,
22,245480,245649,"3",,,,,,,,,
23,245650,250478,"4",,,,,,,,,
24,261120,267171,"1",,,,,,,,,
25,267172,268259,"2",,,,,,,,,
26,268260,270944,"3",,,,,,,,,
27,270945,272510,"4",,,,,,,,,
28,286831,292739,"1",,,,,,,,,
29,292740,293283,"2",,,,,,,,,
30,293556,293895,"3",,,,,,,,,
31,293896,298554,"4",,,,,,,,,
32,311998,318443,"1",,,,,,,,,
33,318444,319837,"2",,,,,,,,,
34,319838,322455,"3",,,,,,,,,
35,322456,325040,"4",,,,,,,,,
36,336719,342175,"1",,,,,,,,,
37,342176,342206,"2",,,,,,,,,
38,342958,345608,"3",,,,,,,,,
39,345609,347820,"4",,,,,,,,,
40,366759,376379,"1",,,,,,,,,
41,376380,377365,"2",,,,,,,,,
42,377366,377773,"3",,,,,,,,,
43,377774,383588,"4",,,,,,,,,
44,398824,405245,"1",,,,,,,,,
45,405246,406197,"2",,,,,,,,,
46,406198,407896,"3",,,,,,,,,
47,407897,410448,"4",,,,,,,,,
