phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,124784,129368,"1",0,129368,0,"0","","","","",
1,129369,130422,"2",1,130422,0,"0","","","","",
2,130423,136033,"3",2,136033,0,"1","","","","",
3,136034,139604,"4",3,136374,0,"2","","","","",
4,151116,156603,"1",4,156603,0,"1","","","","",
5,156604,157623,"2",5,157623,0,"0","","","","",
6,157624,164321,"3",6,164321,0,"1","","","","",
7,164322,172448,"4",7,172448,0,"3","","","","",
8,190388,196043,"1",8,196043,0,"0","","","","",
9,196044,197029,"2",9,197029,0,"0","","","","",
10,197030,199817,"3",10,199817,0,"0","","","","",
11,199818,200770,"4",11,200770,0,"0","","","","",
12,218984,228819,"1",12,228819,0,"3","","","","",
13,228820,229669,"2",13,229669,0,"0","","","","",
14,229670,232219,"3",14,232219,0,"0","","","","",
15,232220,233002,"4",15,233002,0,"0","","","","",
16,242608,247961,"1",,,,,,,,,
17,247962,248811,"2",,,,,,,,,
18,248812,251769,"3",,,,,,,,,
19,251770,252892,"4",,,,,,,,,
20,263428,269007,"1",,,,,,,,,
21,269008,269823,"2",,,,,,,,,
22,269824,273291,"3",,,,,,,,,
23,273292,279004,"4",,,,,,,,,
24,287886,293453,"1",,,,,,,,,
25,293454,294439,"2",,,,,,,,,
26,294440,295357,"3",,,,,,,,,
27,295358,297432,"4",,,,,,,,,
28,310239,315587,"1",,,,,,,,,
29,315588,316437,"2",,,,,,,,,
30,316438,319055,"3",,,,,,,,,
31,319056,320144,"4",,,,,,,,,
32,342675,347309,"1",,,,,,,,,
33,347310,348261,"2",,,,,,,,,
34,348262,350947,"3",,,,,,,,,
35,350948,359346,"4",,,,,,,,,
36,371703,377127,"1",,,,,,,,,
37,377128,378012,"2",,,,,,,,,
38,378012,379711,"3",,,,,,,,,
39,379712,389334,"4",,,,,,,,,
40,400799,405720,"1",,,,,,,,,
41,405721,406809,"2",,,,,,,,,
42,406809,409325,"3",,,,,,,,,
43,409326,420104,"4",,,,,,,,,
44,433065,438055,"1",,,,,,,,,
45,438056,438803,"2",,,,,,,,,
46,438804,441659,"3",,,,,,,,,
47,441660,442374,"4",,,,,,,,,
