phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,65613,71026,1,1,70484,0,1,0
2,71026,71819,2,2,71819,0,0,0
3,71820,71875,3,3,71875,0,0,0
4,71876,77486,4,4,77486,0,0,0
5,86768,92446,1,5,91271,0,2,0
6,92446,93329,2,6,93329,0,1,0
7,93330,93669,3,7,93669,0,0,0
8,93670,97274,4,8,97274,0,1,0
9,107755,112506,1,9,111725,0,2,0
10,112506,113117,2,10,113117,0,1,0
11,113118,113763,3,11,113763,0,0,0
12,113764,115362,4,12,113764,0,1,0
13,126341,131172,1,13,130577,0,1,0
14,131172,132022,2,14,131987,0,1,0
15,132022,132361,3,15,132361,0,0,0
16,132362,134407,4,16,134407,0,0,0
17,147795,153204,1,17,152933,0,2,0
18,153204,153951,2,18,153951,0,1,0
19,153952,154291,3,19,154291,0,0,0
20,154292,157250,4,20,157250,0,0,0
21,173020,177038,1,21,173020,0,2,0
22,177038,178092,2,22,177989,0,1,0
23,178092,178363,3,23,178363,0,0,0
24,178364,180846,4,24,180846,0,0,0
25,194508,199446,1,25,199446,0,2,0
26,199447,200293,2,26,200293,0,0,0
27,200294,200599,3,27,200599,0,0,0
28,200600,202810,4,28,203141,0,0,0
29,213962,218620,1,29,217965,0,2,0
30,218620,219571,2,30,219571,0,1,0
31,219572,220081,3,31,220081,0,0,0
32,220082,222836,4,32,222836,0,0,0
33,235016,240516,1,33,239786,0,2,0
34,240516,241331,2,34,241331,0,1,0
35,241332,241671,3,35,241671,0,0,0
36,241672,246092,4,36,246092,0,0,0
37,256136,261766,1,37,261307,0,2,0
38,261766,262743,2,38,262743,0,0,0
39,262744,262819,3,39,262744,0,0,0
40,262820,267036,4,40,267036,0,0,0
41,280561,285232,1,41,285232,0,1,0
42,285233,285803,2,42,285803,0,0,0
43,285804,286500,3,43,286500,0,0,0
44,286501,291787,4,44,291787,0,0,0
45,302249,310046,1,45,302249,0,1,0
46,310046,310824,2,46,310824,0,1,0
47,310825,311541,3,47,310825,0,0,0
48,311542,314500,4,48,314500,0,0,0
