phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,57622,61743,1,1,61743,0,1,0
2,61744,62491,2,2,62491,0,0,0
3,62492,64836,3,3,64836,0,0,0
4,64837,66232,4,4,66232,0,0,0
5,76641,80987,1,5,80987,0,1,0
6,80988,81905,2,6,81905,0,0,0
7,81906,82755,3,7,82755,0,0,0
8,82756,85000,4,8,85000,0,0,0
9,97128,101115,1,9,101115,0,1,0
10,101116,102135,2,10,102135,0,0,0
11,102136,104515,3,11,104515,0,0,0
12,104516,105672,4,12,105672,0,0,0
13,117281,122433,1,13,122433,0,1,0
14,122434,123623,2,14,123623,0,0,0
15,123624,127329,3,15,127329,0,0,0
16,127330,128078,4,16,128078,0,0,0
17,138436,142773,1,17,142773,0,1,0
18,142774,143989,2,18,143989,0,0,0
19,143990,144261,3,19,144261,0,0,0
20,144262,146778,4,20,146778,0,0,0
21,161359,166191,1,21,166191,0,1,0
22,166192,167143,2,22,167143,0,0,0
23,167144,167857,3,23,167857,0,0,0
24,167858,169728,4,24,169728,0,0,0
25,188986,193323,1,25,193323,0,1,0
26,193324,194207,2,26,194207,0,0,0
27,194208,194581,3,27,194581,0,0,0
28,194582,197098,4,28,197098,0,0,0
29,211843,215933,1,29,215933,0,1,0
30,215934,216783,2,30,216783,0,0,0
31,216784,218585,3,31,218585,0,0,0
32,218586,220184,4,32,220184,0,0,0
33,232263,237115,1,33,237115,0,1,0
34,237116,237999,2,34,237999,0,0,0
35,238000,238441,3,35,238441,0,0,0
36,238442,240176,4,36,240176,0,0,0
37,256387,261186,1,37,257449,0,1,0
38,261187,261969,2,38,261969,0,0,0
39,261970,264247,3,39,264247,0,0,0
40,264248,267614,4,40,267614,0,1,0
41,280845,285088,1,41,285088,0,1,0
42,285089,285701,2,42,285701,0,0,0
43,285702,286448,3,43,286448,0,0,0
44,286449,290088,4,44,290088,0,0,0
45,304735,309331,1,45,309331,0,1,0
46,309332,310181,2,46,310181,0,0,0
47,310182,310725,3,47,310725,0,0,0
48,310726,312528,4,48,312528,0,0,0
