phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,68169,72658,1,1,71304,0,0,0
2,72658,73473,2,2,73473,0,0,0
3,73474,73507,3,3,73507,0,0,0
4,73508,76138,4,4,76138,0,0,0
5,86120,91426,1,5,89956,0,0,0
6,91426,92615,2,6,92615,0,0,0
7,92616,93159,3,7,93159,0,0,0
8,93160,95302,4,8,95302,0,0,0
9,105940,110602,1,9,110243,0,1,0
10,110602,111519,2,10,111519,0,0,0
11,111520,111825,3,11,111825,0,0,0
12,111826,114648,4,12,114648,0,0,0
13,126060,130798,1,13,130130,0,0,0
14,130798,131682,2,14,131613,0,0,0
15,131682,132157,3,15,132157,0,0,0
16,132158,134164,4,16,134164,0,0,0
17,146880,151436,1,17,151117,0,1,0
18,151436,152115,2,18,152115,0,0,0
19,152116,152727,3,19,152727,0,0,0
20,152728,155210,4,20,155210,0,0,0
21,166900,172142,1,21,171171,0,0,0
22,172142,173161,2,22,173161,0,0,0
23,173162,173706,3,23,173706,0,0,0
24,173706,175780,4,24,175780,0,0,0
25,189956,194514,1,25,193859,0,1,0
26,194514,195329,2,26,195329,0,1,0
27,195330,195669,3,27,195669,0,0,0
28,195670,198696,4,28,198769,0,0,0
29,211312,216206,1,29,211786,0,2,0
30,216206,217021,2,30,217021,0,1,0
31,217022,217429,3,31,217429,0,0,0
32,217430,219708,4,32,219708,0,0,0
33,231031,235790,1,33,235201,0,1,0
34,235790,236402,2,34,236402,0,0,0
35,236403,237103,3,35,237103,0,0,0
36,237104,239272,4,36,239272,0,0,0
37,249750,254082,1,37,253853,0,0,0
38,254082,254966,2,38,254931,0,0,0
39,254966,255645,3,39,255645,0,0,0
40,255646,258060,4,40,258306,0,0,0
41,272673,278086,1,41,277644,0,1,0
42,278086,278970,2,42,278845,0,1,0
43,278970,279445,3,43,279445,0,0,0
44,279446,281996,4,44,282359,0,0,0
45,293661,298214,1,45,297430,0,0,0
46,298214,298996,2,46,298931,0,0,0
47,298996,299540,3,47,299573,0,0,0
48,299540,301444,4,48,301444,0,0,0
